company_name,high,low,last_price,prev_close,change,percent_gain
Network 18,65.29,57.00,63.14,55.71,7.43,13.34
Patanjali Foods,"1,873.30","1,744.60","1,859.60","1,744.50",115.10,6.6
Cera Sanitary,"7,030.00","6,520.00","6,925.50","6,507.00",418.50,6.43
Metropolis,"2,030.00","1,873.50","1,979.20","1,871.10",108.10,5.78
Aadhar Housing ,509.40,475.00,504.65,477.90,26.75,5.6
Thermax,"3,747.00","3,485.10","3,645.80","3,479.40",166.40,4.78
Sammaan Capital,129.99,124.67,129.65,124.30,5.35,4.3
Gland,"2,006.40","1,891.00","1,970.90","1,895.80",75.10,3.96
Swan Energy,526.70,496.30,521.95,502.25,19.70,3.92
Krishna Inst.,747.50,715.20,742.95,715.20,27.75,3.88
Krishna Inst.,747.50,715.20,742.95,715.20,27.75,3.88
NLC India,239.90,228.76,238.40,229.64,8.76,3.81
Shyam Metalics,905.10,865.00,902.40,871.95,30.45,3.49
SUMITOMO,588.80,561.55,585.50,565.85,19.65,3.47
Bikaji Foods,769.00,726.40,749.05,724.20,24.85,3.43
Ajanta Pharma,"2,794.00","2,687.00","2,787.80","2,697.70",90.10,3.34
Kirloskar Oil,957.50,915.70,945.25,915.00,30.25,3.31
Mah Seamless,748.75,711.30,730.80,708.90,21.90,3.09
HINDPETRO,448.55,433.70,446.10,433.45,12.65,2.92
LIC Housing Fin,639.00,617.85,637.05,619.00,18.05,2.92
Finolex Ind,216.59,208.56,214.30,208.32,5.98,2.87
Nippon,875.15,847.60,869.40,845.60,23.80,2.81
JK Bank,116.29,112.26,115.49,112.34,3.15,2.8
Tata Power,416.75,402.50,414.70,403.90,10.80,2.67
Star Health,452.00,428.55,439.50,428.35,11.15,2.6
Capri Global,183.90,174.30,181.42,176.89,4.53,2.56
Capri Global,183.90,174.30,181.42,176.89,4.53,2.56
IDBI Bank,102.14,98.20,100.63,98.14,2.49,2.54
PNB,115.71,111.86,114.97,112.24,2.73,2.43
Zensar Tech,854.00,811.50,829.85,810.50,19.35,2.39
PG Electroplast,832.85,804.15,828.00,808.90,19.10,2.36
PG Electroplast,832.85,804.15,828.00,808.90,19.10,2.36
Reliance Power,66.85,64.31,66.05,64.53,1.52,2.36
Guj State Petro,333.50,323.95,331.55,323.95,7.60,2.35
LT Foods,505.00,490.00,502.20,491.20,11.00,2.24
RBL Bank,270.65,262.47,269.14,263.26,5.88,2.23
Vodafone Idea,7.94,7.55,7.83,7.66,0.17,2.22
Brigade Ent,"1,138.00","1,097.00","1,115.00","1,091.00",24.00,2.2
