company_name,high,low,last_price,prev_close,change,percent_gain
Balrampur Chini,497.15,453.00,486.95,450.60,36.35,8.07
KEC Intl,729.85,678.30,714.60,676.70,37.9,5.6
BSE Limited,"4,068.90","3,865.00","4,014.40","3,809.75",204.65,5.37
NLC India,231.30,219.30,229.31,219.28,10.03,4.57
IndusInd Bank,697.65,606.00,684.70,655.95,28.75,4.38
Krishna Inst.,553.70,519.05,549.70,526.95,22.75,4.32
Krishna Inst.,553.70,519.05,549.70,526.95,22.75,4.32
Godfrey Phillip,"5,478.95","5,229.05","5,436.45","5,226.40",210.05,4.02
Sundaram Fin,"4,685.85","4,484.20","4,658.40","4,482.00",176.4,3.94
Jio Financial,226.50,216.72,225.53,217.56,7.97,3.66
Adani Green Ene,858.00,806.35,853.45,824.20,29.25,3.55
CG Consumer,359.40,347.95,357.65,346.00,11.65,3.37
Aegis Logistics,744.40,707.60,735.75,711.80,23.95,3.36
Emami,570.00,545.50,567.75,549.80,17.95,3.26
AB Capital,163.60,158.60,162.80,157.88,4.92,3.12
Tata Motors,671.90,652.25,668.30,648.05,20.25,3.12
Tata Motors,671.90,652.25,668.30,648.05,20.25,3.12
EID Parry,705.00,679.00,698.85,679.10,19.75,2.91
Easy Trip,12.57,12.05,12.53,12.18,0.35,2.87
Easy Trip,12.57,12.05,12.53,12.18,0.35,2.87
Linde India,"6,190.00","5,953.55","6,111.15","5,943.60",167.55,2.82
Voltas,"1,452.00","1,408.55","1,445.45","1,406.10",39.35,2.8
Adani Energy,784.90,744.05,781.75,761.05,20.7,2.72
Bata India,"1,231.40","1,197.80","1,229.10","1,197.40",31.7,2.65
KSB Pumps,713.95,681.55,709.10,691.15,17.95,2.6
KSB Pumps,713.95,681.55,709.10,691.15,17.95,2.6
UTI AMC,954.50,919.85,942.40,918.70,23.7,2.58
AAVAS Financier,"1,826.45","1,751.25","1,816.25","1,770.80",45.45,2.57
DOMS Industries,"2,870.00","2,730.05","2,806.10","2,736.50",69.6,2.54
Ceat,"2,669.90","2,537.50","2,603.50","2,539.85",63.65,2.51
Manappuram Fin,207.49,198.00,206.46,201.42,5.04,2.5
Brigade Ent,980.95,941.80,976.45,952.80,23.65,2.48
Kotak Mahindra,"1,997.70","1,938.00","1,982.55","1,935.20",47.35,2.45
