company_name,high,low,last_price,prev_close,change,percent_gain
Vardhman Text,482.40,396.55,476.00,402.00,74,18.41
Tejas Networks,904.00,784.00,876.35,803.00,73.35,9.13
Trident,27.75,25.05,27.19,25.25,1.94,7.68
Jubilant Pharmo,995.00,910.15,970.55,909.65,60.9,6.69
Raymond,"1,542.00","1,379.40","1,499.20","1,413.30",85.9,6.08
Ipca Labs,"1,515.15","1,430.95","1,497.60","1,415.95",81.65,5.77
IDFC First Bank,60.90,56.85,60.35,57.19,3.16,5.53
Ujjivan Small,36.48,34.18,36.26,34.46,1.8,5.22
Zee Entertain,110.90,99.70,107.39,102.12,5.27,5.16
Mazagon Dock,"2,753.45","2,554.35","2,737.55","2,603.95",133.6,5.13
Mazagon Dock,"2,753.45","2,554.35","2,737.55","2,603.95",133.6,5.13
GMR Airports,83.20,78.11,82.70,78.84,3.86,4.9
Birla Corp,"1,157.95","1,085.05","1,144.85","1,093.95",50.9,4.65
Nuvama Wealth,"6,059.90","5,703.60","6,023.65","5,759.25",264.4,4.59
Angel One,"2,475.00","2,340.15","2,461.65","2,354.40",107.25,4.56
JK Bank,99.38,93.10,98.78,94.48,4.3,4.55
AU Small Financ,565.70,531.00,563.45,539.50,23.95,4.44
IIFL Finance,352.45,331.25,350.45,335.75,14.7,4.38
Power Grid Corp,299.95,285.10,299.10,286.75,12.35,4.31
Jaiprakash Pow,15.35,14.39,15.28,14.65,0.63,4.3
Lupin,"2,150.00","2,070.05","2,095.70","2,009.70",86,4.28
Poonawalla Fin,364.70,346.10,362.50,348.25,14.25,4.09
Sammaan Capital,117.67,110.00,116.35,111.84,4.51,4.03
Caplin Labs,"2,111.20","2,005.10","2,055.60","1,977.45",78.15,3.95
Bharat Dynamics,"1,384.65","1,291.15","1,343.50","1,293.55",49.95,3.86
Bharat Dynamics,"1,384.65","1,291.15","1,343.50","1,293.55",49.95,3.86
Natco Pharma,856.00,817.70,836.55,806.55,30,3.72
Indian Bank,556.40,520.15,549.20,529.70,19.5,3.68
JM Financial,100.25,95.15,99.66,96.13,3.53,3.67
Campus Active,244.85,232.46,243.90,235.30,8.6,3.65
Canara Bank,95.19,89.75,94.38,91.10,3.28,3.6
Canara Bank,95.19,89.75,94.38,91.10,3.28,3.6
Cochin Shipyard,"1,466.95","1,391.15","1,461.15","1,411.55",49.6,3.51
Cochin Shipyard,"1,466.95","1,391.15","1,461.15","1,411.55",49.6,3.51
Home First,"1,029.60",988.50,"1,025.45",991.50,33.95,3.42
Nuvoco Vistas,320.00,309.70,319.05,308.50,10.55,3.42
Bandhan Bank,157.60,149.71,156.60,151.53,5.07,3.35
Aadhar Housing ,461.00,432.00,458.65,443.95,14.7,3.31
CreditAccess Gr,"1,020.00",969.10,"1,011.35",978.95,32.4,3.31
Rajesh Exports,206.00,189.61,200.71,194.32,6.39,3.29
Sun Pharma,"1,812.70","1,750.00","1,770.00","1,713.65",56.35,3.29
Guj Mineral,289.85,274.10,288.25,279.15,9.1,3.26
Kirloskar Oil,776.00,730.00,752.55,729.20,23.35,3.2
Syngene Intl,760.00,736.00,747.15,724.15,23,3.18
UltraTechCement,"11,650.05","11,155.00","11,606.60","11,250.95",355.65,3.16
Yes Bank,18.04,17.11,17.95,17.40,0.55,3.16
Bank of Mah,47.90,45.80,47.66,46.21,1.45,3.14
Union Bank,132.89,126.00,131.29,127.31,3.98,3.13
Poly Medicure,"2,273.00","2,162.00","2,258.80","2,190.80",68,3.1
New India Assur,164.30,156.99,163.90,158.99,4.91,3.09
PNC Infratech,277.00,261.05,273.15,265.05,8.1,3.06
Bank of India,118.15,109.58,114.92,111.55,3.37,3.02
Firstsource Sol,347.50,331.50,346.05,335.90,10.15,3.02
Sun Pharma Adv,153.00,147.19,150.00,145.60,4.4,3.02
Adani Power,538.05,508.10,528.85,513.55,15.3,2.98
Cipla,"1,523.30","1,480.00","1,495.70","1,452.35",43.35,2.98
Patanjali Foods,"1,885.00","1,815.95","1,878.75","1,824.60",54.15,2.97
GlaxoSmithKline,"2,887.50","2,787.00","2,856.75","2,776.60",80.15,2.89
BHEL,220.50,209.16,218.68,212.58,6.1,2.87
Jubilant Ing.,680.50,644.00,672.70,654.00,18.7,2.86
NMDC Steel,36.34,34.50,36.03,35.03,1,2.85
Guj Amb Exports,110.89,105.63,110.68,107.63,3.05,2.83
Mahindra Life,315.00,305.50,313.80,305.20,8.6,2.82
Torrent Power,"1,561.30","1,499.35","1,552.00","1,509.70",42.3,2.8
IDBI Bank,81.27,77.27,80.59,78.40,2.19,2.79
Suven Pharma,"1,155.25","1,096.60","1,125.20","1,094.65",30.55,2.79
Sterling Wilson,274.90,258.95,271.90,264.55,7.35,2.78
KPR Mill,"1,035.00",947.00,986.65,960.35,26.3,2.74
Ramco Cements,953.00,900.00,941.40,916.65,24.75,2.7
Alok Industries,15.97,15.21,15.88,15.47,0.41,2.65
SJVN,96.00,92.50,95.77,93.32,2.45,2.63
Engineers India,167.80,160.21,166.68,162.43,4.25,2.62
Just Dial,840.80,806.15,835.55,815.20,20.35,2.5
360 ONE WAM,919.95,886.40,912.50,890.55,21.95,2.46
360 ONE WAM,919.95,886.40,912.50,890.55,21.95,2.46
Max Healthcare,"1,124.30","1,094.50","1,121.30","1,094.75",26.55,2.43
IGL,209.65,200.01,207.84,202.94,4.9,2.41
HBL Eng,538.70,507.55,528.50,516.10,12.4,2.4
Bayer CropScien,"4,949.00","4,753.40","4,932.40","4,817.90",114.5,2.38
RBL Bank,175.80,169.10,175.38,171.33,4.05,2.36
Jyothy Labs,343.60,322.05,342.60,334.75,7.85,2.35
Shriram Finance,660.55,632.00,654.15,639.40,14.75,2.31
Shriram Finance,660.55,632.00,654.15,639.40,14.75,2.31
CESC,158.50,151.00,157.43,153.91,3.52,2.29
Balrampur Chini,571.50,547.55,568.05,555.40,12.65,2.28
IEX,182.89,175.50,182.05,177.99,4.06,2.28
Bank of Baroda,238.50,228.25,236.78,231.52,5.26,2.27
One 97 Paytm,839.75,802.65,836.40,817.95,18.45,2.26
Tata Comm,"1,638.65","1,581.95","1,631.25","1,595.20",36.05,2.26
Valor Estate,177.99,169.20,174.96,171.16,3.8,2.22
PNB Housing Fin,955.65,901.55,937.40,917.05,20.35,2.22
ABSL AMC,667.45,642.20,663.20,648.85,14.35,2.21
Godawari Power,209.75,197.76,206.20,201.75,4.45,2.21
Godawari Power,209.75,197.76,206.20,201.75,4.45,2.21
Dalmia Bharat,"1,883.35","1,807.00","1,857.15","1,817.15",40,2.2
Star Health,353.90,342.00,350.60,343.10,7.5,2.19
Sanofi India,"6,015.00","5,882.55","6,003.15","5,875.95",127.2,2.16
Welspun Living,141.09,127.46,134.04,131.21,2.83,2.16
GSFC,186.55,180.00,186.10,182.23,3.87,2.12
Lemon Tree,144.35,138.35,143.69,140.71,2.98,2.12
General Insuran,434.30,416.85,428.80,420.05,8.75,2.08
Shree Cements,"31,139.95","29,900.05","30,902.00","30,273.40",628.6,2.08
Supreme Ind,"3,436.15","3,321.50","3,424.30","3,355.15",69.15,2.06
NTPC,361.35,351.75,358.90,351.75,7.15,2.03
Hindustan Aeron,"4,328.00","4,185.25","4,319.20","4,234.40",84.8,2
Hindustan Aeron,"4,328.00","4,185.25","4,319.20","4,234.40",84.8,2
HUDCO,210.75,202.25,209.93,205.83,4.1,1.99
Glenmark,"1,582.95","1,525.10","1,545.25","1,515.45",29.8,1.97
Bikaji Foods,684.15,663.10,681.85,668.75,13.1,1.96
Tata Power,387.30,373.55,385.65,378.25,7.4,1.96
TITAGARH,828.80,792.50,825.70,809.90,15.8,1.95
KFin Tech,"1,083.90","1,020.30","1,062.70","1,042.60",20.1,1.93
Colgate,"2,413.85","2,340.00","2,409.85","2,364.60",45.25,1.91
EID Parry,813.50,775.20,796.65,781.70,14.95,1.91
Sapphire Foods,305.20,293.15,304.20,298.50,5.7,1.91
Sapphire Foods,305.20,293.15,304.20,298.50,5.7,1.91
Adani Energy,901.00,855.00,884.35,867.90,16.45,1.9
Laurus Labs,638.90,611.15,620.65,609.05,11.6,1.9
Finolex Ind,182.70,177.41,182.16,178.81,3.35,1.87
Rashtriya Chem,130.60,126.00,129.88,127.49,2.39,1.87
Asian Paints,"2,354.90","2,289.80","2,349.40","2,306.65",42.75,1.85
KNR Construct,235.29,225.27,234.09,229.85,4.24,1.84
Jindal Saw,277.45,267.00,276.35,271.35,5,1.84
Jindal Saw,277.45,267.00,276.35,271.35,5,1.84
TVS Supply,127.70,123.79,127.21,124.91,2.3,1.84
NBCC (India),84.78,81.40,84.41,82.89,1.52,1.83
Bharat Elec,288.25,282.60,287.50,282.40,5.1,1.81
Metropolis,"1,593.70","1,543.30","1,583.15","1,555.00",28.15,1.81
HFCL,83.50,80.60,83.22,81.75,1.47,1.8
CAMS,"3,834.00","3,682.30","3,823.30","3,756.75",66.55,1.77
City Union Bank,165.79,159.50,164.37,161.51,2.86,1.77
CenturyPlyboard,720.95,701.15,718.80,706.35,12.45,1.76
Delhivery,265.30,256.50,263.55,259.00,4.55,1.76
Adani Enterpris,"2,429.90","2,339.70","2,410.80","2,369.40",41.4,1.75
Action Const,"1,302.00","1,250.05","1,298.70","1,276.45",22.25,1.74
Alkem Lab,"5,012.95","4,911.90","4,971.55","4,887.70",83.85,1.72
Divis Labs,"5,970.00","5,729.35","5,763.00","5,666.00",97,1.71
IFCI,45.47,43.25,45.19,44.43,0.76,1.71
PNB,99.90,96.36,99.00,97.34,1.66,1.71
TataTeleservice,60.24,58.22,59.94,58.95,0.99,1.68
Shree Renuka,29.17,28.24,29.06,28.58,0.48,1.68
AB Capital,193.70,187.41,193.34,190.16,3.18,1.67
Granules India,502.50,485.55,491.20,483.15,8.05,1.67
JK Lakshmi Cem,817.00,789.35,806.70,793.50,13.2,1.66
Rattanindia Ent,43.80,42.49,43.47,42.77,0.7,1.64
Indiamart Inter,"2,153.45","2,090.50","2,140.95","2,106.70",34.25,1.63
NLC India,254.00,240.75,248.83,244.83,4,1.63
JK Tyre Ind,295.05,282.05,292.70,288.05,4.65,1.61
Network 18,45.60,43.91,45.42,44.70,0.72,1.61
Archean Chem,555.90,526.75,546.90,538.30,8.6,1.6
Aurobindo Pharm,"1,267.30","1,173.05","1,176.35","1,157.85",18.5,1.6
Guj State Petro,300.00,289.05,298.35,293.65,4.7,1.6
Gland,"1,767.70","1,541.60","1,559.50","1,535.10",24.4,1.59
ACC,"1,999.00","1,950.50","1,994.85","1,963.85",31,1.58
IRB Infra,47.74,46.01,47.59,46.85,0.74,1.58
IRB Infra,47.74,46.01,47.59,46.85,0.74,1.58
Nestle,"2,249.05","2,195.00","2,245.65","2,210.70",34.95,1.58
Nestle,"2,249.05","2,195.00","2,245.65","2,210.70",34.95,1.58
Motherson SWI,52.15,50.40,51.88,51.09,0.79,1.55
Aster DM Health,491.50,474.40,486.90,479.65,7.25,1.51
Railtel,314.80,301.40,311.75,307.10,4.65,1.51
IRCTC,739.80,720.00,738.25,727.45,10.8,1.48
Jubilant Food,694.45,675.15,692.70,682.60,10.1,1.48
Jupiter Wagons,380.00,362.70,376.45,371.00,5.45,1.47
Escorts Kubota,"3,285.80","3,185.00","3,276.00","3,228.40",47.6,1.47
UTI AMC,"1,090.10","1,051.00","1,080.75","1,065.05",15.7,1.47
Balaji Amines,"1,292.00","1,237.70","1,273.70","1,255.40",18.3,1.46
Whirlpool,"1,087.50","1,044.00","1,079.35","1,063.95",15.4,1.45
Concord Biotech,"1,745.65","1,696.20","1,720.85","1,696.60",24.25,1.43
Kirloskar Bros,"1,733.20","1,686.50","1,727.20","1,703.00",24.2,1.42
Vedant Fashions,808.20,770.25,787.15,776.25,10.9,1.4
Ratnamani Metal,"2,677.45","2,615.05","2,655.30","2,619.00",36.3,1.39
CDSL,"1,240.00","1,203.00","1,238.30","1,221.45",16.85,1.38
LT Finance,154.40,150.00,153.97,151.88,2.09,1.38
Grasim,"2,664.00","2,595.10","2,651.90","2,616.50",35.4,1.35
LIC Housing Fin,579.90,559.50,573.30,565.65,7.65,1.35
Can Fin Homes,688.15,661.00,679.90,670.90,9,1.34
CRISIL,"4,318.00","4,201.40","4,297.95","4,241.45",56.5,1.33
Astral Ltd,"1,361.20","1,321.00","1,358.35","1,340.65",17.7,1.32
IRFC,129.50,125.16,129.16,127.48,1.68,1.32
Power Finance,424.35,410.00,421.35,415.85,5.5,1.32
eClerx Services,"2,801.35","2,695.20","2,781.35","2,745.40",35.95,1.31
JBM Auto,626.00,598.00,619.90,611.90,8,1.31
Adani Green Ene,966.50,927.00,955.30,943.05,12.25,1.3
Gujarat Gas,415.20,405.00,412.95,407.65,5.3,1.3
Torrent Pharma,"3,321.60","3,225.00","3,247.70","3,207.10",40.6,1.27
Motilal Oswal,628.85,604.55,620.40,612.70,7.7,1.26
Ambuja Cements,544.20,530.50,540.70,534.05,6.65,1.25
Abbott India,"30,398.00","29,740.00","29,909.30","29,540.90",368.4,1.25
Berger Paints,513.60,497.70,511.30,505.10,6.2,1.23
Zydus Life,949.65,899.20,901.90,891.15,10.75,1.21
SignatureGlobal,"1,158.90","1,105.00","1,118.35","1,105.25",13.1,1.19
Metro Brands,"1,079.00","1,045.05","1,073.25","1,060.75",12.5,1.18
Swan Energy,449.60,430.10,442.45,437.30,5.15,1.18
Muthoot Finance,"2,393.70","2,310.25","2,370.25","2,342.80",27.45,1.17
Page Industries,"43,638.80","42,250.00","43,489.15","42,991.60",497.55,1.16
C. E. Info Syst,"1,771.00","1,702.00","1,762.70","1,742.85",19.85,1.14
UCO Bank,31.11,29.81,30.38,30.04,0.34,1.13
Welspun Corp,865.00,834.95,858.60,849.35,9.25,1.09
Biocon,357.40,344.20,345.75,342.05,3.7,1.08
Adani Wilmar,271.35,263.15,270.35,267.50,2.85,1.07
India Cements,284.45,278.00,283.40,280.40,3,1.07
Federal Bank,195.30,188.83,194.14,192.11,2.03,1.06
Kansai Nerolac,244.44,238.12,242.82,240.28,2.54,1.06
Route,979.00,950.00,975.75,965.50,10.25,1.06
