company_name,high,low,last_price,prev_close,change,percent_gain
Usha Martin,485.90,446.85,481.60,446.10,35.50,7.96
PG Electroplast,558.70,514.70,553.15,514.70,38.45,7.47
Guj Mineral,635.00,585.20,630.30,587.30,43.00,7.32
Hind Copper,365.50,341.25,364.15,342.20,21.95,6.41
MCX India,"8,748.50","8,178.50","8,706.00","8,189.00",517.00,6.31
Motilal Oswal,988.00,920.80,980.25,923.95,56.30,6.09
Sona BLW,431.20,405.45,429.45,405.25,24.20,5.97
Gravita India,"1,631.00","1,544.00","1,619.70","1,548.50",71.20,4.6
Aurobindo Pharm,"1,126.30","1,095.00","1,119.90","1,070.80",49.10,4.59
Prestige Estate,"1,618.80","1,553.30","1,582.90","1,513.80",69.10,4.56
Hind Zinc,515.00,488.15,512.25,490.50,21.75,4.43
Inox Wind,147.80,141.17,146.99,141.41,5.58,3.95
BSE Limited,"2,338.00","2,230.00","2,332.10","2,244.20",87.90,3.92
Swiggy,437.80,421.05,436.85,420.90,15.95,3.79
PTC Industries,"16,650.00","15,750.00","16,564.00","15,968.00",596.00,3.73
GMR Airports,91.10,87.07,90.74,87.59,3.15,3.6
SAIL,137.00,131.61,136.46,131.72,4.74,3.6
JSW Holdings,"16,340.00","15,763.00","16,314.00","15,756.00",558.00,3.54
NMDC,79.24,76.49,78.80,76.23,2.57,3.37
Granules India,575.35,553.00,566.15,548.75,17.40,3.17
NMDC Steel,47.00,44.72,46.34,44.93,1.41,3.14
Go Digit,366.00,346.65,359.70,348.80,10.90,3.13
Welspun Living,120.17,116.16,119.40,116.16,3.24,2.79
Lupin,"1,984.20","1,930.60","1,957.60","1,905.60",52.00,2.73
FSN E-Co Nykaa,265.50,256.51,264.34,257.42,6.92,2.69
Mazagon Dock,"2,900.00","2,801.20","2,888.70","2,814.70",74.00,2.63
NALCO,232.20,224.73,229.50,223.62,5.88,2.63
JSW Steel,"1,178.80","1,146.00","1,175.20","1,145.20",30.00,2.62
Tata Steel,177.82,172.78,176.42,171.94,4.48,2.61
Varun Beverages,447.35,431.85,445.90,434.85,11.05,2.54
CESC,171.45,165.25,170.25,166.19,4.06,2.44
Vedanta,485.00,467.35,484.20,472.70,11.50,2.43
RamkrishnaForge,552.20,536.20,549.90,537.10,12.80,2.38
Cohance Life,884.50,861.35,881.55,861.25,20.30,2.36
J. K. Cement,"6,616.00","6,422.00","6,581.00","6,430.50",150.50,2.34
NBCC (India),114.20,110.63,113.65,111.05,2.60,2.34
Federal Bank,207.91,202.15,207.34,202.61,4.73,2.33
CG Power ,763.45,741.80,761.15,743.95,17.20,2.31
Alivus Life,944.60,911.40,940.95,919.80,21.15,2.3
Jindal Stainles,772.00,751.50,770.15,753.60,16.55,2.2
Data Patterns,"2,850.00","2,760.80","2,842.10","2,781.20",60.90,2.19
HCL Tech,"1,491.10","1,452.50","1,484.50","1,453.20",31.30,2.15
Angel One,"2,279.00","2,213.00","2,264.00","2,217.50",46.50,2.1
SBI Life Insura,"1,813.40","1,770.60","1,809.80","1,772.90",36.90,2.08
Jindal Steel,"1,044.40","1,020.30","1,040.30","1,019.20",21.10,2.07
Tata Elxsi,"5,604.00","5,433.00","5,573.00","5,460.00",113.00,2.07
Adani Energy,938.80,913.70,932.60,914.00,18.60,2.04
Piramal Pharma,198.64,195.00,197.76,193.80,3.96,2.04
BEML,"4,387.40","4,241.40","4,359.10","4,272.80",86.30,2.02
L&T Finance,261.00,255.55,260.45,255.55,4.90,1.92
Zensar Tech,786.80,762.80,784.90,770.25,14.65,1.9
Gujarat Fluoro,"3,795.00","3,652.00","3,794.00","3,723.30",70.70,1.9
LTIMindtree,"5,449.00","5,324.00","5,443.00","5,342.50",100.50,1.88
