company_name,high,low,last_price,prev_close,change,percent_gain
Valor Estate,174.80,149.69,171.16,153.12,18.04,11.78
Kalyan Jeweller,518.40,459.45,511.10,458.05,53.05,11.58
KPR Mill,983.85,885.90,960.35,892.75,67.60,7.57
TATA Cons. Prod,"1,073.15","1,015.00","1,062.70",992.25,70.45,7.1
Bombay Burmah,"1,916.00","1,737.15","1,889.20","1,767.60",121.60,6.88
Godawari Power,202.99,186.00,201.75,189.45,12.30,6.49
Godawari Power,202.99,186.00,201.75,189.45,12.30,6.49
Shyam Metalics,920.00,861.55,914.40,860.50,53.90,6.26
Deepak Fert,"1,175.60","1,090.40","1,161.25","1,101.95",59.30,5.38
Macrotech Dev,"1,223.00","1,163.65","1,218.45","1,157.20",61.25,5.29
Godrej Prop,"2,154.00","2,041.80","2,146.80","2,041.45",105.35,5.16
PNB Housing Fin,924.45,868.25,917.05,872.85,44.20,5.06
Kaynes Tech,"5,060.00","4,734.85","5,036.95","4,795.10",241.85,5.04
Zomato,212.60,202.00,212.03,202.01,10.02,4.96
Aadhar Housing ,446.00,421.75,443.95,423.30,20.65,4.88
PB Fintech,"1,587.65","1,519.05","1,581.75","1,514.60",67.15,4.43
Himadri Special,474.00,424.50,454.90,435.85,19.05,4.37
Nippon,597.90,563.80,593.75,569.20,24.55,4.31
Godrej Ind,"1,166.00","1,090.95","1,137.60","1,090.95",46.65,4.28
Dixon Technolog,"13,485.00","12,899.75","13,450.70","12,923.90",526.80,4.08
Dr Lal PathLab,"2,510.00","2,371.00","2,497.15","2,399.40",97.75,4.07
Godrej Agrovet,785.10,744.00,781.45,751.65,29.80,3.96
Bharat Dynamics,"1,325.00","1,222.20","1,293.55","1,245.15",48.40,3.89
Bharat Dynamics,"1,325.00","1,222.20","1,293.55","1,245.15",48.40,3.89
Quess Corp,708.85,672.60,685.80,660.15,25.65,3.89
HEG,511.75,469.00,500.65,482.55,18.10,3.75
HEG,511.75,469.00,500.65,482.55,18.10,3.75
Chola Fin Hold,"1,786.95","1,700.00","1,775.65","1,711.40",64.25,3.75
Titan Company,"3,105.00","2,971.15","3,098.45","2,986.95",111.50,3.73
Polycab,"5,305.00","4,985.00","5,285.75","5,102.60",183.15,3.59
SRF,"2,987.00","2,851.00","2,981.60","2,879.50",102.10,3.55
Prestige Estate,"1,188.00","1,141.40","1,177.60","1,137.35",40.25,3.54
BSE Limited,"5,680.00","5,430.00","5,654.85","5,466.00",188.85,3.45
IIFL Finance,336.65,321.25,335.75,324.90,10.85,3.34
AB Capital,190.80,182.12,190.16,184.03,6.13,3.33
SUMITOMO,575.80,548.35,571.05,552.75,18.30,3.31
Jubilant Food,685.70,662.05,682.60,660.85,21.75,3.29
SBFC Finance,94.27,89.26,92.76,89.83,2.93,3.26
KPIT Tech,"1,328.80","1,266.45","1,311.95","1,270.60",41.35,3.25
Zensar Tech,721.70,684.15,714.05,691.90,22.15,3.2
Graphite India,506.95,475.70,499.70,484.40,15.30,3.16
Tata Elxsi,"5,238.20","5,044.35","5,229.95","5,069.60",160.35,3.16
Alkyl Amines,"1,740.00","1,646.45","1,735.80","1,683.15",52.65,3.13
UPL,656.10,630.85,654.45,634.75,19.70,3.1
Fine Organics,"4,273.00","4,051.30","4,251.40","4,126.30",125.10,3.03
Indian Hotels,834.00,806.35,830.15,805.75,24.40,3.03
Mastek,"2,196.45","2,102.10","2,185.50","2,121.20",64.30,3.03
DLF,685.00,658.05,683.15,663.10,20.05,3.02
Suzlon Energy,57.74,54.36,57.43,55.75,1.68,3.01
Oberoi Realty,"1,626.30","1,560.00","1,621.20","1,573.95",47.25,3
Avenue Supermar,"4,131.70","3,996.00","4,121.45","4,003.60",117.85,2.94
IndusInd Bank,708.40,675.00,702.45,682.70,19.75,2.89
Raymond,"1,420.35","1,357.20","1,413.30","1,373.75",39.55,2.88
Phoenix Mills,"1,660.00","1,593.75","1,647.05","1,601.10",45.95,2.87
Britannia,"5,055.00","4,900.80","5,037.40","4,900.80",136.60,2.79
Lupin,"2,019.50","1,938.55","2,009.70","1,955.40",54.30,2.78
MCX India,"5,430.00","5,185.95","5,372.50","5,227.90",144.60,2.77
MRPL,140.19,131.30,138.35,134.62,3.73,2.77
Archean Chem,541.80,513.00,538.30,523.85,14.45,2.76
Power Finance,416.45,398.90,415.85,404.70,11.15,2.76
Anand Rathi,"1,902.85","1,813.30","1,882.55","1,832.90",49.65,2.71
PCBL Chemical,437.50,416.50,435.40,423.90,11.50,2.71
SignatureGlobal,"1,120.00","1,071.45","1,105.25","1,076.15",29.10,2.7
Emami,603.60,575.05,587.00,571.70,15.30,2.68
Aegis Logistics,831.00,781.90,802.65,781.80,20.85,2.67
Lemon Tree,141.70,134.40,140.71,137.06,3.65,2.66
Adani Green Ene,945.10,910.70,943.05,919.15,23.90,2.6
EIH,384.00,364.00,375.95,366.45,9.50,2.59
NMDC Steel,35.50,33.68,35.03,34.15,0.88,2.58
Netweb,"1,556.25","1,491.10","1,549.40","1,510.55",38.85,2.57
Deepak Nitrite,"2,038.35","1,966.35","2,032.95","1,982.30",50.65,2.56
INDUS TOWERS,362.70,350.00,361.30,352.45,8.85,2.51
Happiest Minds ,610.90,586.00,607.10,592.25,14.85,2.51
Schneider Infra,677.90,641.55,672.35,655.95,16.40,2.5
IRFC,127.79,122.50,127.48,124.38,3.10,2.49
HDFC AMC,"4,090.95","3,944.05","4,075.35","3,976.55",98.80,2.48
Aarti Ind,401.80,382.80,400.80,391.15,9.65,2.47
BASF,"4,566.00","4,359.45","4,554.80","4,445.55",109.25,2.46
Rail Vikas,359.95,342.00,358.55,350.10,8.45,2.41
Oracle Fin Serv,"7,787.30","7,590.00","7,766.85","7,585.35",181.50,2.39
Astral Ltd,"1,345.70","1,297.30","1,340.65","1,309.45",31.20,2.38
Berger Paints,508.10,486.55,505.10,493.50,11.60,2.35
Page Industries,"43,197.45","41,938.60","42,991.60","42,006.10",985.50,2.35
Indiamart Inter,"2,121.00","2,050.20","2,106.70","2,058.45",48.25,2.34
Asahi India,622.95,600.00,618.20,604.10,14.10,2.33
CAMS,"3,780.00","3,630.60","3,756.75","3,671.25",85.50,2.33
Jindal Stainles,591.00,569.00,589.90,576.55,13.35,2.32
TVS Motor,"2,518.45","2,443.55","2,496.10","2,440.85",55.25,2.26
C. E. Info Syst,"1,754.55","1,675.10","1,742.85","1,704.75",38.10,2.23
SJVN,93.60,89.70,93.32,91.29,2.03,2.22
Finolex Cables,914.80,876.70,905.95,886.55,19.40,2.19
APL Apollo,"1,571.10","1,523.00","1,562.20","1,529.20",33.00,2.16
Sobha,"1,234.80","1,175.10","1,226.60","1,200.90",25.70,2.14
