company_name,high,low,last_price,prev_close,change,percent_gain
Tata Comm,"1,947.90","1,701.60","1,870.20","1,696.80",173.4,10.22
Reliance Power,50.73,44.10,48.58,44.45,4.13,9.29
Redington,293.80,267.70,290.10,268.60,21.5,8
Yes Bank,24.30,22.42,24.00,22.42,1.58,7.05
PG Electroplast,589.90,548.70,585.95,553.15,32.8,5.93
Divis Labs,"6,507.50","6,110.00","6,486.00","6,132.00",354,5.77
Jyoti CNC Auto,"1,010.00",913.85,964.40,914.00,50.4,5.51
JSW Holdings,"17,148.00","16,415.00","17,148.00","16,332.00",816,5
JK Bank,108.00,103.03,107.51,102.97,4.54,4.41
Sterling Wilson,250.58,239.47,249.51,239.47,10.04,4.19
Asahi India,910.95,866.45,899.95,865.50,34.45,3.98
Natco Pharma,864.80,834.20,845.80,813.55,32.25,3.96
LT Foods,403.90,384.00,402.05,386.85,15.2,3.93
Techno Electric,"1,383.00","1,302.90","1,367.90","1,317.40",50.5,3.83
Valor Estate,160.90,154.01,160.18,154.30,5.88,3.81
Neuland Lab,"16,490.00","15,631.00","16,316.00","15,717.00",599,3.81
Bandhan Bank,170.09,163.07,169.32,163.30,6.02,3.69
Clean Science,"1,077.00","1,033.00","1,075.00","1,037.60",37.4,3.6
Sagility,46.69,44.90,46.37,44.77,1.6,3.57
Intellect Desig,"1,021.45",971.55,"1,008.15",974.95,33.2,3.41
UCO Bank,32.25,30.70,31.80,30.75,1.05,3.41
Navin Fluorine,"4,761.60","4,569.10","4,741.10","4,586.60",154.5,3.37
Cipla,"1,569.00","1,506.90","1,561.80","1,513.10",48.7,3.22
Tata Inv Corp,"9,448.00","8,880.00","9,295.00","9,020.00",275,3.05
CDSL,"1,611.00","1,555.00","1,605.30","1,558.60",46.7,3
Godrej Prop,"2,103.60","2,036.00","2,091.90","2,031.50",60.4,2.97
Blue Star,"1,965.90","1,902.20","1,948.00","1,892.30",55.7,2.94
Latent View,444.00,425.00,439.75,427.20,12.55,2.94
eClerx Services,"4,097.70","3,953.20","4,084.10","3,969.00",115.1,2.9
APTUS VALUE,320.80,310.60,318.30,309.50,8.8,2.84
Jaiprakash Pow,19.15,17.92,18.46,17.95,0.51,2.84
HFCL,77.67,74.35,76.04,73.98,2.06,2.78
IOB,40.71,39.05,40.23,39.14,1.09,2.78
Welspun Living,123.50,118.80,122.55,119.34,3.21,2.69
Syrma SGS,848.45,821.75,843.65,821.75,21.9,2.67
Kajaria Ceramic,"1,245.70","1,203.60","1,242.00","1,209.80",32.2,2.66
Cohance Life,907.65,875.60,904.75,881.50,23.25,2.64
