company_name,high,low,last_price,prev_close,change,percent_gain
Adani Power,170.25,147.30,170.25,141.88,28.37,20
Adani Total Gas,780.00,652.35,775.20,651.45,123.75,19
Adani Green Ene,"1,177.55","1,035.85","1,152.15","1,030.70",121.45,11.78
Netweb,"3,559.00","3,339.80","3,535.40","3,279.40",256.00,7.81
Adani Energy,957.90,873.45,937.40,877.15,60.25,6.87
AWL Agri,278.70,253.75,273.90,256.95,16.95,6.6
Anant Raj,688.70,643.50,677.60,640.40,37.20,5.81
MMTC,73.88,67.21,70.87,67.39,3.48,5.16
Hind Copper,305.40,282.00,296.57,282.86,13.71,4.85
HUDCO,240.35,228.10,239.96,229.04,10.92,4.77
Vedant Fashions,779.00,718.00,750.80,717.55,33.25,4.63
Adani Enterpris,"2,659.00","2,522.10","2,635.80","2,524.00",111.80,4.43
NBCC (India),117.20,110.81,114.95,110.81,4.14,3.74
Muthoot Finance,"3,034.50","2,935.30","3,031.80","2,934.90",96.90,3.3
Shipping Corp,237.40,224.46,226.53,219.59,6.94,3.16
Info Edge,"1,426.00","1,365.20","1,417.70","1,376.10",41.60,3.02
Zee Entertain,121.80,116.45,119.91,116.45,3.46,2.97
UTI AMC,"1,414.00","1,351.30","1,399.20","1,360.20",39.00,2.87
KNR Construct,214.00,203.98,209.71,204.08,5.63,2.76
Manappuram Fin,294.80,286.50,293.90,286.50,7.40,2.58
Valor Estate,183.90,172.70,179.74,175.37,4.37,2.49
Garden Reach Sh,"2,760.00","2,655.00","2,668.40","2,605.30",63.10,2.42
Chola Invest.,"1,644.20","1,586.50","1,627.90","1,590.90",37.00,2.33
Gujarat Fluoro,"3,904.00","3,785.00","3,888.70","3,801.30",87.40,2.3
JBM Auto,747.00,721.00,741.70,725.60,16.10,2.22
Ceat,"3,487.00","3,386.20","3,470.60","3,396.20",74.40,2.19
Go Digit,358.75,347.05,356.95,349.30,7.65,2.19
MRF,"154,195.00","149,125.00","152,850.00","149,705.00","3,145.00",2.1
Sarda Energy,612.00,570.00,584.90,573.65,11.25,1.96
Sundaram Fin,"4,674.80","4,530.00","4,664.80","4,576.90",87.90,1.92
Chennai Petro,773.30,740.00,756.35,742.40,13.95,1.88
