company_name,high,low,last_price,prev_close,change,percent_gain
NMDC Steel,43.02,39.35,43.02,35.85,7.17,20
JM Financial,190.00,163.51,187.07,162.65,24.42,15.01
EIH,426.00,364.35,418.45,364.50,53.95,14.8
HBL Eng,779.00,681.05,763.40,692.00,71.40,10.32
Apollo Hospital,"7,840.00","7,389.00","7,808.50","7,236.50",572.00,7.9
Godrej Ind,"1,220.10","1,098.80","1,175.30","1,095.70",79.60,7.26
GlaxoSmithKline,"2,789.00","2,597.90","2,772.60","2,588.70",183.90,7.1
Bharat Dynamics,"1,609.90","1,502.00","1,591.00","1,486.00",105.00,7.07
Bharat Dynamics,"1,609.90","1,502.00","1,591.00","1,486.00",105.00,7.07
Clean Science,"1,239.90","1,160.40","1,229.90","1,159.70",70.20,6.05
Honasa Consumer,304.70,282.75,285.15,269.30,15.85,5.89
BSE Limited,"2,501.90","2,381.90","2,496.40","2,368.70",127.70,5.39
Techno Electric,"1,477.00","1,390.00","1,439.90","1,366.80",73.10,5.35
Garden Reach Sh,"2,649.90","2,505.00","2,639.10","2,509.70",129.40,5.16
FSN E-Co Nykaa,220.77,210.00,215.04,204.64,10.40,5.08
Hindalco,704.95,670.95,700.50,667.05,33.45,5.01
Schneider Infra,886.30,816.00,886.30,844.10,42.20,5
Angel One,"2,637.90","2,519.00","2,631.80","2,506.80",125.00,4.99
Alkem Lab,"5,400.00","5,240.00","5,388.50","5,149.00",239.50,4.65
Godfrey Phillip,"10,165.00","9,621.50","10,047.00","9,630.00",417.00,4.33
Kaynes Tech,"6,155.00","5,815.50","6,060.00","5,808.50",251.50,4.33
Fert and Chem,"1,006.60",933.30,987.50,947.50,40.00,4.22
UNO Minda,"1,118.60","1,070.00","1,114.40","1,069.40",45.00,4.21
GE Vernova TD,"2,939.40","2,823.10","2,916.90","2,799.50",117.40,4.19
Jyoti CNC Auto,942.40,881.00,927.00,889.90,37.10,4.17
Minda Corp,498.60,474.10,490.85,471.35,19.50,4.14
Elecon Eng,571.50,545.15,567.80,545.45,22.35,4.1
Elecon Eng,571.50,545.15,567.80,545.45,22.35,4.1
BEML,"4,130.00","3,923.90","4,077.40","3,917.20",160.20,4.09
Sagility India,45.96,43.85,45.37,43.66,1.71,3.92
Laurus Labs,866.00,833.05,863.15,830.95,32.20,3.88
Authum Invest,"2,999.00","2,878.10","2,987.60","2,879.40",108.20,3.76
Cohance Life,999.65,950.00,986.05,950.75,35.30,3.71
Honeywell Autom,"36,975.00","35,575.00","36,855.00","35,585.00","1,270.00",3.57
Devyani Int,159.60,150.97,158.86,153.46,5.40,3.52
MOTHERSON,94.59,89.86,93.39,90.27,3.12,3.46
Zydus Life,997.50,938.55,988.60,955.65,32.95,3.45
Syrma SGS,703.60,676.30,695.25,673.30,21.95,3.26
Swan Energy,442.00,423.15,439.30,425.50,13.80,3.24
Emcure Pharmace,"1,470.00","1,388.10","1,453.80","1,408.50",45.30,3.22
Olectra Greente,"1,515.50","1,436.30","1,477.90","1,432.60",45.30,3.16
Zee Entertain,118.35,113.20,116.86,113.28,3.58,3.16
One 97 Paytm,"1,187.00","1,150.00","1,155.00","1,120.00",35.00,3.13
Solar Ind,"15,132.00","14,680.00","15,039.00","14,592.00",447.00,3.06
Godawari Power,205.00,197.00,204.29,198.24,6.05,3.05
Godawari Power,205.00,197.00,204.29,198.24,6.05,3.05
Indian Hotels,771.30,750.00,769.80,747.45,22.35,2.99
Sai Life Sci,909.95,865.00,902.90,876.80,26.10,2.98
Vishal Mega Mar,144.90,141.21,144.19,140.02,4.17,2.98
Caplin Labs,"2,189.00","2,084.00","2,156.90","2,096.40",60.50,2.89
Aarti Ind,393.25,372.80,382.75,372.05,10.70,2.88
Rattanindia Ent,52.69,50.89,51.97,50.58,1.39,2.75
Dr Reddys Labs,"1,255.50","1,219.80","1,253.40","1,220.30",33.10,2.71
Dr Reddys Labs,"1,255.50","1,219.80","1,253.40","1,220.30",33.10,2.71
Hero Motocorp,"4,793.50","4,650.20","4,768.70","4,645.20",123.50,2.66
Hindustan Aeron,"4,568.60","4,425.00","4,524.40","4,409.40",115.00,2.61
Hindustan Aeron,"4,568.60","4,425.00","4,524.40","4,409.40",115.00,2.61
KFin Tech,"1,125.20","1,088.10","1,114.50","1,086.30",28.20,2.6
Cipla,"1,567.80","1,520.40","1,561.00","1,521.60",39.40,2.59
Bharat Forge,"1,185.60","1,158.10","1,181.50","1,152.40",29.10,2.53
Voltas,"1,284.00","1,243.70","1,276.10","1,245.00",31.10,2.5
Route,894.90,861.70,884.25,862.95,21.30,2.47
Polycab,"6,980.50","6,820.00","6,966.00","6,803.50",162.50,2.39
Lupin,"2,005.80","1,943.80","1,989.80","1,943.80",46.00,2.37
Divis Labs,"6,150.00","5,970.00","6,100.50","5,961.00",139.50,2.34
Chalet Hotels,902.00,875.45,895.70,875.45,20.25,2.31
NMDC,73.00,71.14,72.58,70.94,1.64,2.31
MCX India,"8,365.00","8,196.50","8,339.00","8,151.50",187.50,2.3
IEX,142.29,137.81,141.17,138.08,3.09,2.24
Bharat Elec,389.90,382.10,388.85,380.35,8.50,2.23
Mazagon Dock,"2,770.00","2,704.20","2,748.80","2,690.80",58.00,2.16
Mazagon Dock,"2,770.00","2,704.20","2,748.80","2,690.80",58.00,2.16
Jindal Saw,204.30,199.58,203.18,198.99,4.19,2.11
Jindal Saw,204.30,199.58,203.18,198.99,4.19,2.11
Eternal,314.00,305.55,312.35,305.90,6.45,2.11
Hitachi Energy,"21,370.00","20,800.00","21,120.00","20,695.00",425.00,2.05
Avenue Supermar,"4,340.00","4,247.30","4,334.60","4,252.50",82.10,1.93
Craftsman,"7,066.00","6,881.00","7,013.50","6,881.00",132.50,1.93
Motilal Oswal,937.95,915.85,928.85,911.30,17.55,1.93
Sona BLW,450.55,442.05,448.75,440.25,8.50,1.93
Supreme Ind,"4,340.00","4,220.00","4,300.00","4,219.80",80.20,1.9
Aurobindo Pharm,"1,083.60","1,057.20","1,078.20","1,058.20",20.00,1.89
Hyundai Motor,"2,260.00","2,190.00","2,246.70","2,205.10",41.60,1.89
TVS Motor,"3,044.80","2,963.80","3,019.20","2,963.80",55.40,1.87
Redington,241.25,235.00,240.15,235.80,4.35,1.84
NALCO,191.75,187.50,189.94,186.52,3.42,1.83
AU Small Financ,742.50,728.95,738.00,724.80,13.20,1.82
