company_name,high,low,last_price,prev_close,change,percent_gain
Waaree Energies,"3,777.00","3,439.00","3,739.80","3,477.80",262.00,7.53
Aurobindo Pharm,"1,117.90","1,061.30","1,109.20","1,050.30",58.90,5.61
Neuland Lab,"15,760.00","14,900.00","15,554.00","14,803.00",751.00,5.07
Jupiter Wagons,345.00,326.75,332.95,319.20,13.75,4.31
Chola Fin Hold,"1,899.00","1,809.80","1,880.00","1,805.00",75.00,4.16
BHEL,230.00,219.42,229.08,220.03,9.05,4.11
Sobha,"1,582.30","1,478.00","1,557.40","1,496.00",61.40,4.1
Swan Corp,476.90,455.60,472.65,454.60,18.05,3.97
AFFLE 3I,"2,108.00","2,028.00","2,099.60","2,028.40",71.20,3.51
ACME Solar,318.00,305.00,312.95,302.35,10.60,3.51
Guj State Petro,314.70,297.00,310.00,299.60,10.40,3.47
NHPC,82.65,79.82,82.28,79.56,2.72,3.42
Gland,"1,985.80","1,902.70","1,965.80","1,902.50",63.30,3.33
JK Tyre Ind,369.50,353.15,367.60,356.30,11.30,3.17
Hind Zinc,447.00,433.55,446.25,432.85,13.40,3.1
NLC India,263.80,250.14,256.26,248.62,7.64,3.07
GAIL,179.78,175.30,179.03,173.90,5.13,2.95
Berger Paints,555.00,532.50,551.35,535.65,15.70,2.93
JM Financial,181.25,176.28,180.42,175.66,4.76,2.71
KPIL,"1,302.30","1,264.70","1,292.90","1,260.00",32.90,2.61
Firstsource Sol,366.70,356.00,365.35,356.35,9.00,2.53
NALCO,218.39,209.80,214.40,209.13,5.27,2.52
Shriram Finance,622.90,602.80,620.05,604.80,15.25,2.52
Poly Medicure,"2,070.00","1,962.20","1,995.70","1,947.60",48.10,2.47
Tata Chemicals,976.00,945.00,968.25,945.00,23.25,2.46
Adani Enterpris,"2,418.70","2,340.20","2,397.00","2,340.20",56.80,2.43
Premier Energie,"1,069.95","1,029.00","1,067.05","1,041.80",25.25,2.42
Chennai Petro,764.90,723.80,742.80,725.35,17.45,2.41
CenturyPlyboard,820.00,783.00,809.00,790.15,18.85,2.39
Radico Khaitan,"2,892.00","2,805.70","2,877.00","2,810.00",67.00,2.38
NBCC (India),109.41,106.00,107.81,105.52,2.29,2.17
LT Foods,468.00,453.10,463.20,453.40,9.80,2.16
Shipping Corp,219.80,209.73,212.50,208.00,4.50,2.16
CG Power ,788.90,764.70,785.20,768.95,16.25,2.11
Zee Entertain,119.20,114.50,116.68,114.35,2.33,2.04
Indegene,571.00,557.55,568.80,557.60,11.20,2.01
IOC,145.39,140.87,143.93,141.14,2.79,1.98
Devyani Int,191.00,185.59,188.90,185.36,3.54,1.91
Dr Lal PathLab,"3,310.00","3,201.60","3,283.90","3,223.70",60.20,1.87
Aegis Logistics,725.00,700.70,714.85,701.90,12.95,1.84
Sonata,380.15,368.55,379.25,372.40,6.85,1.84
Craftsman,"6,865.00","6,657.50","6,777.50","6,657.50",120.00,1.8
R R Kabel,"1,246.00","1,213.90","1,242.00","1,220.20",21.80,1.79
Afcons Infra,456.00,446.30,454.55,447.10,7.45,1.67
Amara Raja,"1,055.00","1,028.20","1,051.70","1,034.45",17.25,1.67
NTPC,333.50,326.00,331.05,325.65,5.40,1.66
Supreme Ind,"4,381.70","4,275.50","4,353.30","4,282.50",70.80,1.65
Britannia,"6,319.50","6,150.00","6,300.50","6,199.00",101.50,1.64
SAIL,132.63,129.27,131.82,129.72,2.10,1.62
Axis Bank,"1,093.00","1,069.00","1,087.40","1,070.10",17.30,1.62
NAVA,708.00,693.35,704.25,693.35,10.90,1.57
Himadri Special,478.05,465.50,475.55,468.40,7.15,1.53
HINDPETRO,405.80,391.00,398.45,392.45,6.00,1.53
Karur Vysya,211.50,206.98,209.61,206.49,3.12,1.51
Hind Copper,256.20,244.15,248.58,244.94,3.64,1.49
PTC Industries,"14,243.00","13,762.00","14,239.00","14,030.00",209.00,1.49
Finolex Ind,214.60,208.46,212.07,208.97,3.10,1.48
Tata Inv Corp,"6,990.00","6,771.00","6,860.50","6,760.50",100.00,1.48
IGL,216.37,211.54,214.41,211.33,3.08,1.46
Adani Total Gas,628.95,598.30,606.50,597.85,8.65,1.45
Mazagon Dock,"2,816.40","2,754.00","2,794.50","2,755.30",39.20,1.42
PNB,108.69,106.25,107.76,106.26,1.50,1.41
Indiamart Inter,"2,626.80","2,571.40","2,612.40","2,576.40",36.00,1.4
Alkem Lab,"5,429.00","5,326.50","5,393.50","5,320.50",73.00,1.37
Power Grid Corp,288.70,282.55,286.80,282.95,3.85,1.36
