company_name,high,low,last_price,prev_close,change,percent_gain
JBM Auto,672.90,574.70,662.05,568.00,94.05,16.56
Rajesh Exports,218.90,183.49,212.43,187.22,25.21,13.47
Finolex Cables,971.25,843.00,939.05,839.00,100.05,11.92
Alkyl Amines,"1,836.55","1,600.00","1,774.50","1,604.55",169.95,10.59
Indian Renew,173.30,156.23,170.04,154.82,15.22,9.83
Varroc Engineer,493.00,441.80,472.50,439.15,33.35,7.59
Balaji Amines,"1,397.30","1,265.00","1,358.00","1,263.25",94.75,7.5
RITES,259.49,239.21,255.62,239.52,16.10,6.72
Swan Energy,487.90,440.95,472.85,443.65,29.20,6.58
Finolex Ind,197.00,181.10,185.37,174.10,11.27,6.47
Honasa Consumer,245.00,222.00,234.89,220.76,14.13,6.4
BLS Internation,424.85,391.00,422.35,397.40,24.95,6.28
Hindustan Aeron,"4,158.00","3,940.20","4,129.80","3,891.25",238.55,6.13
Hindustan Aeron,"4,158.00","3,940.20","4,129.80","3,891.25",238.55,6.13
Chalet Hotels,879.70,818.35,864.20,815.85,48.35,5.93
Railtel,339.40,316.70,327.50,309.75,17.75,5.73
MRPL,147.65,134.81,143.24,135.53,7.71,5.69
Sun Pharma Adv,161.95,146.61,156.04,147.77,8.27,5.6
Bharat Dynamics,"1,368.40","1,287.60","1,359.65","1,293.10",66.55,5.15
Bharat Dynamics,"1,368.40","1,287.60","1,359.65","1,293.10",66.55,5.15
PTC Industries,"13,872.45","13,396.05","13,872.45","13,211.90",660.55,5
Jupiter Wagons,373.90,353.70,365.05,347.90,17.15,4.93
Chola Fin Hold,"1,792.05","1,675.05","1,774.80","1,692.30",82.50,4.88
Nippon,593.45,565.15,590.25,563.10,27.15,4.82
Shipping Corp,184.79,170.95,177.25,169.26,7.99,4.72
Kotak Mahindra,"2,184.25","2,090.25","2,176.15","2,079.00",97.15,4.67
PB Fintech,"1,698.00","1,603.00","1,677.55","1,603.00",74.55,4.65
TITAGARH,831.90,795.15,820.90,784.50,36.40,4.64
Jubilant Food,665.40,627.50,658.10,629.05,29.05,4.62
KPIT Tech,"1,399.50","1,331.00","1,384.55","1,323.40",61.15,4.62
Krishna Inst.,646.40,606.70,642.25,614.15,28.10,4.58
