company_name,high,low,last_price,prev_close,change,percent_gain
Poly Medicure,"2,094.30","1,846.00","2,063.40","1,862.30",201.1,10.8
Vodafone Idea,10.00,10.00,10.24,9.50,0.74,7.79
Latent View,494.00,456.50,485.45,455.50,29.95,6.58
Hind Copper,365.35,339.60,359.70,337.95,21.75,6.44
KEC Intl,774.00,722.00,768.05,722.25,45.8,6.34
Graphite India,588.70,531.00,569.80,538.55,31.25,5.8
Craftsman,"7,378.50","6,785.00","7,175.50","6,789.50",386,5.69
Bharat Forge,"1,411.00","1,303.70","1,402.10","1,328.40",73.7,5.55
HFCL,78.80,74.15,78.30,74.22,4.08,5.5
Jyoti CNC Auto,979.20,914.00,952.20,905.70,46.5,5.13
KPR Mill,"1,124.00","1,017.80","1,094.20","1,043.60",50.6,4.85
MRPL,179.80,169.27,178.35,170.57,7.78,4.56
BHEL,287.75,271.70,285.80,273.35,12.45,4.55
Data Patterns,"2,808.00","2,638.40","2,756.70","2,644.40",112.3,4.25
Garden Reach Sh,"2,798.80","2,684.80","2,785.90","2,682.50",103.4,3.85
Netweb,"3,533.00","3,392.50","3,493.70","3,373.50",120.2,3.56
AIA Engineering,"3,585.00","3,470.50","3,566.70","3,445.70",121,3.51
Shipping Corp,271.45,252.05,261.85,253.00,8.85,3.5
Interglobe Avi,"5,799.50","5,597.00","5,782.50","5,588.50",194,3.47
IndusInd Bank,828.20,792.80,826.10,799.35,26.75,3.35
Chennai Petro,"1,036.45",998.35,"1,032.55","1,000.25",32.3,3.23
NALCO,266.40,256.26,265.66,257.36,8.3,3.23
India Cements,397.00,377.60,390.80,378.70,12.1,3.2
Adani Energy,994.45,947.30,989.30,959.15,30.15,3.14
Apar Ind,"8,573.50","8,165.00","8,531.00","8,280.00",251,3.03
Syrma SGS,892.75,798.00,831.05,808.05,23,2.85
MOTHERSON,105.98,101.08,105.46,102.55,2.91,2.84
Persistent,"6,040.00","5,880.50","6,031.00","5,864.50",166.5,2.84
Solar Ind,"14,085.00","13,231.00","13,788.00","13,407.00",381,2.84
NAVA,565.00,533.70,558.00,542.80,15.2,2.8
City Union Bank,262.19,254.65,260.90,253.89,7.01,2.76
Ashok Leyland,146.78,142.25,146.04,142.28,3.76,2.64
Hitachi Energy,"22,069.00","21,255.00","21,854.00","21,297.00",557,2.62
Elgi Equipments,493.40,469.60,486.50,474.45,12.05,2.54
Jindal Stainles,755.20,731.00,740.95,722.75,18.2,2.52
Bharat Elec,427.90,417.15,427.30,416.85,10.45,2.51
Vardhman Text,448.50,437.05,446.80,435.85,10.95,2.51
BPCL,374.85,360.05,374.15,365.15,9,2.46
HEG,581.70,527.00,531.80,519.30,12.5,2.41
M&M,"3,759.00","3,670.00","3,749.10","3,663.90",85.2,2.33
Syngene Intl,655.95,632.65,644.90,630.20,14.7,2.33
Asahi India,970.00,939.00,967.85,946.10,21.75,2.3
COFORGE,"1,800.00","1,757.80","1,797.10","1,757.60",39.5,2.25
