company_name,high,low,last_price,prev_close,change,percent_gain
Sun TV Network,616.80,528.60,602.90,523.45,79.45,15.18
Netweb,"4,150.00","3,560.00","4,062.10","3,648.50",413.60,11.34
AIA Engineering,"3,265.00","3,053.30","3,247.80","3,053.30",194.50,6.37
Tata Motors,720.00,679.20,718.35,680.20,38.15,5.61
Escorts Kubota,"3,699.90","3,446.60","3,637.70","3,446.60",191.10,5.54
NMDC Steel,47.79,44.94,47.32,44.86,2.46,5.48
Adani Power,153.30,144.81,152.51,144.65,7.86,5.43
Sammaan Capital,170.20,158.90,169.58,160.86,8.72,5.42
Neuland Lab,"15,440.00","14,670.00","15,386.00","14,605.00",781.00,5.35
Shriram Finance,649.95,616.05,648.70,616.10,32.60,5.29
Tanla Platforms,695.00,653.35,690.40,656.75,33.65,5.12
KPIT Tech,"1,163.30","1,105.60","1,153.20","1,097.70",55.50,5.06
Granules India,545.25,522.70,542.65,517.00,25.65,4.96
Vodafone Idea,8.58,8.17,8.52,8.13,0.39,4.8
Syrma SGS,828.20,769.00,804.10,767.40,36.70,4.78
Caplin Labs,"2,068.40","1,960.10","2,058.50","1,966.10",92.40,4.7
Garden Reach Sh,"2,746.00","2,515.90","2,644.20","2,529.10",115.10,4.55
Engineers India,202.50,193.12,201.66,193.07,8.59,4.45
BASF,"4,609.90","4,366.30","4,589.70","4,397.00",192.70,4.38
Piramal Pharma,200.20,190.52,199.04,191.16,7.88,4.12
IGIL,361.35,342.95,359.30,345.10,14.20,4.11
ACME Solar,289.90,274.10,288.30,277.00,11.30,4.08
Cochin Shipyard,"1,929.90","1,774.20","1,861.60","1,789.60",72.00,4.02
HUDCO,235.24,225.00,232.47,223.63,8.84,3.95
Kirloskar Bros,"2,029.00","1,925.10","2,004.40","1,929.70",74.70,3.87
FSN E-Co Nykaa,242.30,231.24,241.26,232.38,8.88,3.82
Oracle Fin Serv,"8,755.00","8,377.00","8,724.00","8,403.00",321.00,3.82
GE Vernova TD,"3,088.00","2,954.70","3,073.00","2,960.50",112.50,3.8
L&T Finance,259.31,246.94,258.58,249.28,9.30,3.73
Adani Green Ene,"1,070.00","1,026.50","1,064.70","1,026.85",37.85,3.69
Lupin,"1,990.00","1,917.00","1,981.30","1,911.30",70.00,3.66
Guj Mineral,629.60,597.40,620.60,599.05,21.55,3.6
Laurus Labs,874.40,845.00,872.00,841.80,30.20,3.59
Kotak Mahindra,"2,072.00","1,986.00","2,063.30","1,992.70",70.60,3.54
CreditAccess Gr,"1,404.00","1,326.00","1,400.80","1,353.20",47.60,3.52
Page Industries,"42,245.00","40,940.00","42,110.00","40,685.00","1,425.00",3.5
BEML,"4,398.00","4,154.00","4,318.70","4,173.80",144.90,3.47
Adani Enterpris,"2,603.40","2,472.10","2,592.70","2,505.90",86.80,3.46
Elecon Eng,592.85,567.90,586.85,567.90,18.95,3.34
Jindal Stainles,766.00,741.60,762.40,737.75,24.65,3.34
Trent,"4,849.90","4,701.10","4,832.00","4,677.50",154.50,3.3
Jyoti CNC Auto,914.40,845.95,877.90,849.90,28.00,3.29
Bharat Dynamics,"1,545.20","1,486.10","1,541.80","1,493.20",48.60,3.25
Data Patterns,"2,653.00","2,533.40","2,630.90","2,549.40",81.50,3.2
Godrej Prop,"2,036.00","1,975.00","2,030.40","1,968.80",61.60,3.13
Tata Tech,692.35,667.50,690.40,669.50,20.90,3.12
Jubilant Pharmo,"1,116.70","1,067.00","1,113.00","1,079.40",33.60,3.11
Ceat,"3,495.00","3,363.60","3,488.40","3,383.40",105.00,3.1
Railtel,384.80,370.55,383.75,372.20,11.55,3.1
Sai Life Sci,890.25,855.25,887.15,860.70,26.45,3.07
Reliance Power,45.88,44.12,45.70,44.36,1.34,3.02
Deepak Fert,"1,553.70","1,486.00","1,547.10","1,501.90",45.20,3.01
SRF,"2,916.10","2,779.50","2,907.10","2,823.60",83.50,2.96
Max Financial,"1,630.00","1,560.00","1,621.90","1,575.90",46.00,2.92
Nuvama Wealth,"6,495.00","6,275.00","6,489.00","6,305.00",184.00,2.92
Mazagon Dock,"2,874.70","2,758.10","2,841.60","2,761.50",80.10,2.9
SBFC Finance,109.45,106.00,109.01,105.99,3.02,2.85
Guj State Petro,320.05,307.65,318.25,309.55,8.70,2.81
Aegis Logistics,807.50,760.55,787.20,765.75,21.45,2.8
Berger Paints,532.90,511.05,529.65,515.20,14.45,2.8
Adani Energy,900.00,870.10,896.35,872.25,24.10,2.76
Persistent,"4,974.90","4,803.50","4,955.40","4,822.50",132.90,2.76
BLS Internation,333.10,319.75,331.15,322.30,8.85,2.75
KFin Tech,"1,081.60","1,049.80","1,080.40","1,051.70",28.70,2.73
Rattanindia Ent,52.98,50.82,52.49,51.11,1.38,2.7
Indian Renew,155.37,149.77,152.68,148.70,3.98,2.68
INDUS TOWERS,352.70,342.30,352.05,342.90,9.15,2.67
APL Apollo,"1,732.00","1,685.30","1,731.10","1,686.10",45.00,2.67
Sun Pharma,"1,651.50","1,611.90","1,636.20","1,594.30",41.90,2.63
MCX India,"8,015.00","7,756.50","7,998.50","7,796.00",202.50,2.6
Can Fin Homes,788.00,754.00,782.95,763.20,19.75,2.59
AB Capital,301.60,286.50,299.85,292.35,7.50,2.57
HBL Eng,838.40,806.00,834.30,813.60,20.70,2.54
Adani Total Gas,651.90,626.15,641.10,625.30,15.80,2.53
PCBL Chemical,384.40,373.15,382.90,373.60,9.30,2.49
Inventurus Know,"1,519.80","1,454.90","1,489.60","1,453.50",36.10,2.48
Axis Bank,"1,164.80","1,131.00","1,159.50","1,131.60",27.90,2.47
Eris Life,"1,631.30","1,584.90","1,624.90","1,585.90",39.00,2.46
JK Tyre Ind,367.85,355.25,366.45,357.65,8.80,2.46
Endurance Techn,"2,825.40","2,717.10","2,812.60","2,745.40",67.20,2.45
GMR Airports,89.39,87.20,89.34,87.20,2.14,2.45
Star Health,459.80,445.40,457.60,446.75,10.85,2.43
Kalyan Jeweller,466.25,455.45,465.30,454.30,11.00,2.42
Tata Inv Corp,"10,950.00","10,311.00","10,580.00","10,330.50",249.50,2.42
Yes Bank,21.82,21.16,21.76,21.25,0.51,2.4
IFCI,55.35,54.01,55.34,54.05,1.29,2.39
Zen Tech,"1,488.90","1,430.70","1,467.00","1,432.80",34.20,2.39
Jio Financial,300.85,293.05,300.05,293.20,6.85,2.34
RITES,253.23,248.40,251.80,246.04,5.76,2.34
Pfizer,"5,442.00","5,101.00","5,151.00","5,036.00",115.00,2.28
Aditya Birla F,86.80,83.92,86.39,84.49,1.90,2.25
Info Edge,"1,340.00","1,303.20","1,338.60","1,309.30",29.30,2.24
NBCC (India),110.10,106.40,109.48,107.08,2.40,2.24
PVR INOX,"1,107.20","1,070.90","1,099.00","1,075.00",24.00,2.23
Akums Drugs P,455.00,441.50,451.25,441.45,9.80,2.22
Devyani Int,172.74,166.71,171.74,168.03,3.71,2.21
One 97 Paytm,"1,151.90","1,118.00","1,148.60","1,123.80",24.80,2.21
JM Financial,164.00,158.00,163.20,159.70,3.50,2.19
Muthoot Finance,"3,147.60","3,076.00","3,144.50","3,077.10",67.40,2.19
PNB Housing Fin,893.00,859.75,882.30,863.60,18.70,2.17
LIC Housing Fin,578.50,564.55,577.20,565.00,12.20,2.16
Kajaria Ceramic,"1,199.00","1,155.00","1,191.80","1,166.80",25.00,2.14
Anand Rathi,"2,897.50","2,775.10","2,887.10","2,826.80",60.30,2.13
Bayer CropScien,"4,947.00","4,791.00","4,912.90","4,810.50",102.40,2.13
Prestige Estate,"1,545.50","1,505.50","1,542.10","1,510.10",32.00,2.12
Atul,"6,200.00","5,994.00","6,186.50","6,059.00",127.50,2.1
Sarda Energy,552.65,540.15,550.75,539.40,11.35,2.1
Fortis Health,996.90,967.50,989.65,969.80,19.85,2.05
Abbott India,"30,080.00","29,400.00","29,890.00","29,290.00",600.00,2.05
Sagility,43.75,42.50,43.53,42.66,0.87,2.04
SUMITOMO,546.75,532.30,544.05,533.25,10.80,2.03
BSE Limited,"2,085.00","2,038.00","2,081.40","2,040.20",41.20,2.02
Honasa Consumer,287.95,278.10,286.55,280.90,5.65,2.01
PI Industries,"3,594.40","3,484.00","3,584.10","3,513.50",70.60,2.01
MRF,"149,995.00","145,800.00","148,740.00","145,820.00","2,920.00",2
Bata India,"1,193.80","1,164.50","1,188.10","1,165.00",23.10,1.98
Manappuram Fin,287.50,279.30,286.35,280.80,5.55,1.98
Bombay Burmah,"1,816.40","1,752.00","1,802.80","1,768.00",34.80,1.97
UNO Minda,"1,327.70","1,295.00","1,324.40","1,298.80",25.60,1.97
Swan Corp,467.00,455.30,463.65,454.70,8.95,1.97
Timken,"3,087.10","2,981.90","3,068.80","3,009.90",58.90,1.96
Capri Global,189.40,184.80,188.76,185.18,3.58,1.93
Angel One,"2,175.00","2,117.60","2,173.50","2,132.50",41.00,1.92
Emcure Pharmace,"1,309.40","1,260.00","1,304.30","1,279.90",24.40,1.91
Amber Enterpris,"8,255.00","8,080.00","8,241.50","8,089.00",152.50,1.89
Jaiprakash Pow,17.85,17.43,17.76,17.43,0.33,1.89
DCM Shriram,"1,171.90","1,147.50","1,169.50","1,147.90",21.60,1.88
India Cements,394.50,380.40,391.20,384.00,7.20,1.88
Welspun Living,117.50,114.15,116.86,114.70,2.16,1.88
Minda Corp,584.95,566.25,579.80,569.45,10.35,1.82
ITI,306.90,301.10,307.05,301.60,5.45,1.81
Indiamart Inter,"2,408.60","2,320.50","2,398.90","2,356.40",42.50,1.8
Hind Copper,339.90,322.40,335.30,329.44,5.86,1.78
ICICI Bank,"1,379.40","1,347.10","1,372.00","1,348.00",24.00,1.78
LT Technology,"4,196.00","4,105.50","4,186.70","4,113.90",72.80,1.77
Brainbees Solu,371.80,361.10,370.20,363.80,6.40,1.76
Himadri Special,450.00,442.50,448.25,440.55,7.70,1.75
CAMS,"3,835.00","3,724.70","3,823.20","3,758.60",64.60,1.72
Dr Reddys Labs,"1,250.70","1,226.00","1,244.70","1,223.70",21.00,1.72
Triveni Engg,340.50,331.05,339.25,333.50,5.75,1.72
Raymond Life,"1,198.30","1,157.10","1,181.00","1,161.10",19.90,1.71
PG Electroplast,512.60,502.20,510.85,502.30,8.55,1.7
United Spirits,"1,354.80","1,330.70","1,346.70","1,324.30",22.40,1.69
HEG,518.20,506.90,513.40,504.90,8.50,1.68
JBM Auto,684.80,670.40,681.35,670.25,11.10,1.66
IRFC,125.97,123.50,125.54,123.51,2.03,1.64
Zee Entertain,114.98,112.57,114.21,112.37,1.84,1.64
Dr Lal PathLab,"3,190.40","3,105.00","3,168.70","3,118.10",50.60,1.62
Jubilant Ing.,652.00,628.40,649.65,639.35,10.30,1.61
Biocon,348.30,341.00,346.45,341.00,5.45,1.6
EIH,368.20,359.90,365.65,359.90,5.75,1.6
Praj Industries,336.90,328.55,335.20,329.95,5.25,1.59
Ircon Internati,174.20,171.60,173.62,170.98,2.64,1.54
Raymond,592.00,570.10,582.55,573.75,8.80,1.53
APTUS VALUE,326.00,316.25,324.60,319.75,4.85,1.52
Home First,"1,240.10","1,201.20","1,234.40","1,216.00",18.40,1.51
Asahi India,880.00,856.90,868.50,855.70,12.80,1.5
HDFC Bank,969.60,946.00,965.25,951.00,14.25,1.5
Kaynes Tech,"7,244.00","7,068.00","7,157.00","7,052.00",105.00,1.49
ONGC,246.29,238.47,243.04,239.50,3.54,1.48
Rail Vikas,345.75,338.55,344.40,339.45,4.95,1.46
IEX,142.00,138.32,141.18,139.19,1.99,1.43
GlaxoSmithKline,"2,729.80","2,659.70","2,697.20","2,659.70",37.50,1.41
Syngene Intl,636.45,623.00,631.60,622.85,8.75,1.4
Natco Pharma,815.15,796.75,806.55,795.55,11.00,1.38
Adani Ports,"1,426.90","1,392.70","1,422.70","1,403.50",19.20,1.37
TATA Cons. Prod,"1,149.80","1,122.10","1,144.80","1,129.30",15.50,1.37
MphasiS,"2,698.00","2,630.00","2,691.00","2,654.80",36.20,1.36
Inox Wind,142.56,139.26,142.15,140.24,1.91,1.36
Bajaj Housing,111.70,109.73,111.47,110.01,1.46,1.33
DLF,725.55,712.10,722.30,713.00,9.30,1.3
Gujarat Gas,437.40,426.40,435.10,429.55,5.55,1.29
AstraZeneca,"9,250.00","9,080.00","9,222.00","9,105.50",116.50,1.28
Network 18,52.50,51.16,52.10,51.45,0.65,1.26
REC,390.30,372.10,377.55,372.85,4.70,1.26
Aarti Ind,380.95,373.50,379.60,374.90,4.70,1.25
Gillette India,"9,933.00","9,420.00","9,598.00","9,480.00",118.00,1.24
ZFCVINDIA,"13,227.00","12,850.00","13,065.00","12,905.00",160.00,1.24
Titan Company,"3,414.90","3,351.00","3,408.30","3,367.00",41.30,1.23
360 ONE WAM,"1,040.20","1,013.00","1,036.50","1,024.00",12.50,1.22
RHI Magnesita,451.45,438.35,446.25,440.90,5.35,1.21
Shyam Metalics,930.10,907.00,924.35,913.30,11.05,1.21
Hindustan Aeron,"4,827.00","4,721.10","4,803.40","4,746.50",56.90,1.2
Sundram,"1,013.60",996.30,"1,010.40",998.40,12.00,1.2
Chola Fin Hold,"1,915.00","1,825.00","1,907.60","1,885.00",22.60,1.2
Grasim,"2,796.20","2,732.00","2,789.70","2,756.90",32.80,1.19
TITAGARH,883.00,870.30,883.20,872.85,10.35,1.19
Nestle,"1,169.20","1,145.00","1,166.40","1,152.90",13.50,1.17
CDSL,"1,479.70","1,459.00","1,475.50","1,458.60",16.90,1.16
Sterling Wilson,247.00,241.15,244.95,242.15,2.80,1.16
Newgen Software,921.20,890.00,899.80,889.70,10.10,1.14
NCC,210.27,206.60,209.93,207.58,2.35,1.13
Tech Mahindra,"1,423.60","1,393.40","1,416.00","1,400.30",15.70,1.12
Exide Ind,396.35,390.15,395.05,390.75,4.30,1.1
PTC Industries,"15,750.00","15,292.00","15,698.00","15,528.00",170.00,1.09
Eternal,330.25,320.80,329.00,325.50,3.50,1.08
SKF India,"4,778.00","4,690.10","4,766.20","4,715.60",50.60,1.07
GNFC,497.00,489.50,496.20,491.00,5.20,1.06
M&M,"3,501.00","3,415.50","3,463.40","3,427.00",36.40,1.06
JSW Energy,537.30,528.20,536.45,530.85,5.60,1.05
ABSL AMC,804.00,784.00,799.70,791.50,8.20,1.04
IndusInd Bank,745.45,726.00,743.15,735.55,7.60,1.03
MMTC,65.88,64.00,65.41,64.74,0.67,1.03
IDBI Bank,92.65,90.70,92.35,91.42,0.93,1.02
ITC,406.00,399.75,405.60,401.55,4.05,1.01
HDFC Life,766.75,748.95,764.00,756.45,7.55,1
Bank of India,125.70,122.33,124.63,123.41,1.22,0.99
CCL Products,858.50,833.00,853.65,845.25,8.40,0.99
Alivus Life,945.00,911.70,938.35,929.15,9.20,0.99
Latent View,414.00,406.20,412.45,408.45,4.00,0.98
NTPC Green Ener,98.50,97.10,98.15,97.21,0.94,0.97
Zydus Life,998.65,981.00,991.15,981.90,9.25,0.94
EID Parry,"1,041.00","1,021.00","1,035.00","1,025.50",9.50,0.93
Poonawalla Fin,506.00,489.35,502.25,497.60,4.65,0.93
Valor Estate,164.40,161.00,163.21,161.74,1.47,0.91
Radico Khaitan,"2,922.00","2,854.20","2,914.20","2,887.90",26.30,0.91
Shree Renuka,30.39,29.82,30.03,29.76,0.27,0.91
Jyothy Labs,320.00,311.00,318.10,315.25,2.85,0.9
Schneider Infra,836.00,808.50,827.95,820.60,7.35,0.9
Triveni Turbine,524.85,517.25,523.60,518.95,4.65,0.9
Polycab,"7,373.00","7,275.00","7,351.00","7,286.00",65.00,0.89
Nippon,879.95,862.55,876.10,868.35,7.75,0.89
Patanjali Foods,584.35,567.80,580.95,575.80,5.15,0.89
TCS,"2,924.80","2,866.60","2,914.20","2,888.40",25.80,0.89
AFFLE 3I,"1,976.50","1,934.50","1,964.80","1,947.70",17.10,0.88
Sapphire Foods,298.35,290.70,296.40,293.80,2.60,0.88
HUL,"2,550.00","2,497.90","2,536.20","2,514.40",21.80,0.87
Indegene,567.60,559.35,565.85,561.00,4.85,0.86
UPL,662.30,651.30,661.45,655.80,5.65,0.86
Oberoi Realty,"1,610.80","1,571.40","1,595.60","1,582.10",13.50,0.85
Bandhan Bank,165.15,160.28,163.54,162.21,1.33,0.82
Jupiter Wagons,338.90,335.65,338.30,335.55,2.75,0.82
IRCTC,707.40,698.45,706.15,700.40,5.75,0.82
Jindal Saw,205.11,202.21,204.48,202.82,1.66,0.82
Transformers,493.75,482.95,490.50,486.50,4.00,0.82
Saregama India,473.80,466.00,472.95,469.15,3.80,0.81
Route,815.00,785.60,797.95,791.55,6.40,0.81
Dixon Technolog,"16,700.00","16,335.00","16,453.00","16,322.00",131.00,0.8
Kirloskar Oil,933.05,914.60,925.95,918.80,7.15,0.78
Dabur India,496.00,483.65,495.05,491.30,3.75,0.76
Godawari Power,248.00,241.01,246.64,244.80,1.84,0.75
Rashtriya Chem,147.72,144.72,146.92,145.82,1.10,0.75
Hitachi Energy,"18,250.00","17,638.00","18,134.00","18,001.00",133.00,0.74
Zensar Tech,771.75,757.70,768.75,763.10,5.65,0.74
Godrej Agrovet,699.20,675.00,695.30,690.20,5.10,0.74
Kansai Nerolac,250.99,244.60,249.22,247.38,1.84,0.74
HFCL,73.73,72.69,73.42,72.88,0.54,0.74
Ramco Cements,995.25,963.05,992.70,985.40,7.30,0.74
New India Assur,191.54,187.20,190.49,189.10,1.39,0.74
Astral Ltd,"1,381.50","1,358.70","1,376.40","1,366.40",10.00,0.73
ICICI Lombard ,"1,909.70","1,865.50","1,903.60","1,889.80",13.80,0.73
Motilal Oswal,902.40,877.70,900.10,893.60,6.50,0.73
BHEL,242.80,238.50,240.17,238.45,1.72,0.72
Emami,546.15,533.90,542.05,538.25,3.80,0.71
Mastek,"2,221.90","2,165.30","2,208.80","2,193.20",15.60,0.71
Wipro,243.57,237.84,241.07,239.37,1.70,0.71
Castrol,202.50,197.75,201.03,199.64,1.39,0.7
SJVN,91.26,90.36,90.95,90.32,0.63,0.7
Alok Industries,17.55,17.35,17.44,17.32,0.12,0.69
Chalet Hotels,993.00,935.80,957.80,951.20,6.60,0.69
IRB Infra,41.56,41.01,41.47,41.19,0.28,0.68
Cipla,"1,517.40","1,498.40","1,513.00","1,503.30",9.70,0.65
Alkem Lab,"5,486.50","5,390.50","5,459.50","5,425.00",34.50,0.64
Sonata,352.20,342.65,348.30,346.10,2.20,0.64
Tata Power,392.80,388.60,391.15,388.65,2.50,0.64
Bharat Elec,409.00,399.35,406.50,403.95,2.55,0.63
Aster DM Health,633.80,621.30,630.85,626.95,3.90,0.62
CG Consumer,294.55,289.30,293.10,291.30,1.80,0.62
Marico,704.60,691.30,701.75,697.40,4.35,0.62
COFORGE LTD.,"1,606.50","1,554.30","1,600.80","1,591.00",9.80,0.62
Bharat Forge,"1,229.90","1,202.40","1,219.60","1,212.40",7.20,0.59
R R Kabel,"1,274.00","1,232.00","1,268.90","1,261.40",7.50,0.59
SBI Life Insura,"1,806.50","1,769.10","1,801.10","1,790.60",10.50,0.59
AWL Agri,264.75,260.05,263.05,261.55,1.50,0.57
JSW Infra,317.80,312.60,317.00,315.25,1.75,0.56
TVS Motor,"3,480.80","3,430.00","3,457.80","3,438.70",19.10,0.56
