company_name,high,low,last_price,prev_close,change,percent_gain
Kalyan Jeweller,506.70,446.50,503.10,440.65,62.45,14.17
Jupiter Wagons,418.00,358.25,400.65,355.80,44.85,12.61
Ircon Internati,223.00,204.56,221.43,202.70,18.73,9.24
Ircon Internati,223.00,204.56,221.43,202.70,18.73,9.24
Rail Vikas,481.50,436.25,476.30,436.90,39.40,9.02
BEML,"3,882.00","3,544.00","3,844.70","3,540.60",304.10,8.59
Aditya Birla Re,"2,172.60","1,975.55","2,153.35","1,990.75",162.60,8.17
NBCC (India),100.70,92.70,99.83,93.16,6.67,7.16
Minda Corp,585.00,532.00,570.40,532.85,37.55,7.05
Garden Reach Sh,"1,649.00","1,522.25","1,624.20","1,519.85",104.35,6.87
IRB Infra,57.72,54.22,57.32,53.65,3.67,6.84
IRB Infra,57.72,54.22,57.32,53.65,3.67,6.84
Cyient,"1,471.50","1,370.30","1,454.45","1,362.55",91.90,6.74
NHPC,82.10,75.16,80.55,75.47,5.08,6.73
Anant Raj,612.00,555.00,598.30,561.40,36.90,6.57
UPL,617.80,567.75,603.75,566.95,36.80,6.49
JBM Auto,824.00,764.15,801.55,753.63,47.92,6.36
Narayana Hruda,"1,401.85","1,300.05","1,387.15","1,304.20",82.95,6.36
Mazagon Dock,"2,515.00","2,344.95","2,498.50","2,350.70",147.80,6.29
Mazagon Dock,"2,515.00","2,344.95","2,498.50","2,350.70",147.80,6.29
HUDCO,231.00,214.74,229.70,216.28,13.42,6.2
TITAGARH,"1,036.95",964.25,"1,018.95",959.85,59.10,6.16
Navin Fluorine,"4,299.05","4,066.00","4,148.70","3,908.25",240.45,6.15
GAIL,178.87,167.15,177.12,167.11,10.01,5.99
TATA Cons. Prod,"1,031.20",967.90,"1,024.65",966.70,57.95,5.99
BHEL,208.68,195.79,208.09,196.37,11.72,5.97
Railtel,410.75,380.10,406.60,384.05,22.55,5.87
Mahanagar Gas,"1,385.45","1,303.50","1,379.85","1,303.50",76.35,5.86
HBL Eng,600.75,562.30,596.85,564.10,32.75,5.81
Tejas Networks,922.30,860.00,916.15,866.00,50.15,5.79
Triveni Turbine,678.00,632.45,670.35,634.95,35.40,5.58
IRCTC,828.80,775.00,822.30,779.00,43.30,5.56
Home First,"1,000.00",936.05,995.95,945.10,50.85,5.38
Cochin Shipyard,"1,540.00","1,450.40","1,532.30","1,456.40",75.90,5.21
Cochin Shipyard,"1,540.00","1,450.40","1,532.30","1,456.40",75.90,5.21
Petronet LNG,317.00,300.10,316.20,300.60,15.60,5.19
Supreme Ind,"3,978.00","3,797.00","3,968.80","3,773.05",195.75,5.19
Brigade Ent,"1,176.00","1,108.70","1,171.05","1,113.90",57.15,5.13
