company_name,high,low,last_price,prev_close,change,percent_gain
Ceat,"4,255.00","3,728.70","4,203.90","3,732.40",471.50,12.63
AU Small Financ,871.65,818.00,865.20,792.45,72.75,9.18
RBL Bank,328.80,302.00,326.65,299.50,27.15,9.07
MRPL,153.40,139.33,151.53,140.87,10.66,7.57
JK Tyre Ind,421.00,390.25,418.45,390.25,28.20,7.23
Chennai Petro,780.00,716.80,775.85,723.60,52.25,7.22
IDFC First Bank,77.10,72.61,76.93,71.88,5.05,7.03
Federal Bank,229.90,216.02,227.08,212.38,14.70,6.92
Karur Vysya,243.90,225.79,241.31,227.39,13.92,6.12
eClerx Services,"4,393.00","4,153.90","4,314.40","4,069.70",244.70,6.01
PVR INOX,"1,167.50","1,098.50","1,157.90","1,092.60",65.30,5.98
Bank of India,130.45,123.90,129.77,123.11,6.66,5.41
CESC,180.00,170.41,179.13,170.41,8.72,5.12
Central Bank,39.35,36.76,38.75,36.92,1.83,4.96
Radico Khaitan,"3,281.90","3,130.00","3,254.70","3,108.50",146.20,4.7
Can Fin Homes,849.00,810.00,838.35,801.05,37.30,4.66
Bank of Mah,59.95,57.36,59.61,57.11,2.50,4.38
CRISIL,"4,937.50","4,720.00","4,912.80","4,714.30",198.50,4.21
Nippon,956.80,915.00,951.05,913.30,37.75,4.13
Indian Bank,819.20,780.00,813.80,782.35,31.45,4.02
Cipla,"1,647.00","1,577.90","1,639.10","1,577.60",61.50,3.9
PNB,119.16,114.25,118.10,113.70,4.40,3.87
Apollo Tyres,512.55,488.75,507.00,488.45,18.55,3.8
Bandhan Bank,168.57,162.21,166.99,160.98,6.01,3.73
MRF,"163,400.00","156,535.00","161,695.00","155,940.00","5,755.00",3.69
PNB Housing Fin,878.95,838.10,869.15,838.85,30.30,3.61
Reliance,"1,473.80","1,433.30","1,466.80","1,416.80",50.00,3.53
IOB,40.99,38.70,40.16,38.83,1.33,3.43
UCO Bank,32.60,30.53,31.94,30.89,1.05,3.4
Union Bank,142.80,137.49,141.33,136.69,4.64,3.39
INDUS TOWERS,356.10,344.00,354.40,343.00,11.40,3.32
City Union Bank,231.20,217.49,226.37,219.29,7.08,3.23
Polycab,"7,700.00","7,511.00","7,673.50","7,439.50",234.00,3.15
Sammaan Capital,172.39,165.80,171.99,166.76,5.23,3.14
IEX,139.16,133.85,138.29,134.18,4.11,3.06
Vodafone Idea,8.95,8.93,8.94,8.70,0.24,2.76
Shriram Finance,698.65,678.10,693.95,675.50,18.45,2.73
Bajaj Finserv,"2,149.50","2,088.00","2,139.80","2,083.70",56.10,2.69
IFCI,56.50,54.75,56.07,54.62,1.45,2.65
Bank of Baroda,273.10,265.05,271.45,264.50,6.95,2.63
Indegene,562.70,533.20,556.80,542.65,14.15,2.61
