company_name,high,low,last_price,prev_close,change,percent_gain
Cochin Shipyard,"2,380.00","2,041.30","2,350.80","2,086.70",264.10,12.66
Cochin Shipyard,"2,380.00","2,041.30","2,350.80","2,086.70",264.10,12.66
Brainbees Solu,410.00,359.50,399.40,364.60,34.80,9.54
JM Financial,143.45,131.21,141.62,130.92,10.70,8.17
Data Patterns,"3,209.90","2,974.00","3,171.30","2,985.20",186.10,6.23
Sobha,"1,648.00","1,511.00","1,602.30","1,516.00",86.30,5.69
Welspun Corp,973.00,908.10,962.35,911.45,50.90,5.58
Hind Zinc,497.00,467.20,491.60,468.00,23.60,5.04
Welspun Living,143.25,138.22,140.61,133.91,6.70,5
360 ONE WAM,"1,089.45","1,009.05","1,074.00","1,024.25",49.75,4.86
360 ONE WAM,"1,089.45","1,009.05","1,074.00","1,024.25",49.75,4.86
JSW Infra,309.80,295.00,307.10,292.90,14.20,4.85
PNC Infratech,318.40,286.20,299.00,285.20,13.80,4.84
Glenmark,"1,589.50","1,512.80","1,584.80","1,512.80",72.00,4.76
LT Finance,184.30,174.80,183.36,175.21,8.15,4.65
RITES,316.00,298.00,309.20,295.55,13.65,4.62
Angel One,"3,285.00","3,121.10","3,271.70","3,128.60",143.10,4.57
CDSL,"1,795.00","1,703.00","1,778.80","1,701.30",77.50,4.56
Info Edge,"1,481.00","1,408.80","1,474.40","1,410.60",63.80,4.52
Eternal,260.22,247.99,256.56,245.68,10.88,4.43
Railtel,464.95,439.50,461.15,442.05,19.10,4.32
Triveni Engg,445.50,425.00,441.35,423.75,17.60,4.15
AstraZeneca,"9,955.00","9,362.00","9,884.00","9,493.50",390.50,4.11
Cohance Life,"1,072.90","1,021.50","1,063.70","1,021.80",41.90,4.1
Vedant Fashions,815.00,774.00,810.50,778.85,31.65,4.06
BSE Limited,"2,918.00","2,815.00","2,909.80","2,797.10",112.70,4.03
Brigade Ent,"1,332.00","1,194.20","1,261.20","1,213.00",48.20,3.97
SJVN,103.71,98.91,102.50,98.71,3.79,3.84
Minda Corp,539.80,515.25,536.75,516.95,19.80,3.83
Guj Mineral,386.00,370.70,382.60,368.95,13.65,3.7
Redington,277.50,268.20,276.95,267.15,9.80,3.67
MCX India,"7,145.00","6,896.00","7,099.00","6,870.50",228.50,3.33
Clean Science,"1,566.00","1,485.30","1,538.60","1,489.30",49.30,3.31
SUMITOMO,520.00,501.55,517.40,501.20,16.20,3.23
R R Kabel,"1,430.00","1,382.00","1,424.30","1,380.30",44.00,3.19
MRF,"140,900.00","136,535.00","140,360.00","136,105.00","4,255.00",3.13
Endurance Techn,"2,574.00","2,459.90","2,530.30","2,453.90",76.40,3.11
Himadri Special,502.90,482.05,497.30,482.35,14.95,3.1
Dr Reddys Labs,"1,303.40","1,264.20","1,290.60","1,251.90",38.70,3.09
Dr Reddys Labs,"1,303.40","1,264.20","1,290.60","1,251.90",38.70,3.09
HDFC AMC,"4,904.00","4,734.20","4,885.80","4,739.60",146.20,3.08
Sapphire Foods,329.75,318.15,326.35,316.60,9.75,3.08
Sapphire Foods,329.75,318.15,326.35,316.60,9.75,3.08
KFin Tech,"1,215.00","1,163.60","1,206.10","1,170.30",35.80,3.06
LT Foods,464.95,445.30,456.55,443.10,13.45,3.04
Trent,"5,709.00","5,516.00","5,673.00","5,506.50",166.50,3.02
JSW Holdings,"23,650.00","22,100.00","23,200.00","22,525.00",675.00,3
Raymond Life,"1,064.70","1,015.00","1,046.30","1,016.10",30.20,2.97
Eris Life,"1,658.20","1,605.00","1,651.80","1,605.00",46.80,2.92
Gillette India,"10,298.50","9,921.00","10,232.00","9,947.00",285.00,2.87
Prestige Estate,"1,650.90","1,582.20","1,626.10","1,581.60",44.50,2.81
DLF,830.30,805.20,825.70,803.40,22.30,2.78
Laurus Labs,649.60,622.60,640.65,623.35,17.30,2.78
Jindal Stainles,677.00,650.50,673.50,655.95,17.55,2.68
RHI Magnesita,464.75,438.75,451.90,440.15,11.75,2.67
Rainbow Child,"1,436.80","1,378.00","1,428.90","1,392.00",36.90,2.65
Valor Estate,217.90,210.60,215.12,209.58,5.54,2.64
GE Vernova TD,"2,449.00","2,350.00","2,422.00","2,359.70",62.30,2.64
Lupin,"1,999.80","1,949.00","1,995.20","1,944.00",51.20,2.63
Zydus Life,958.25,933.00,955.70,931.50,24.20,2.6
Home First,"1,295.00","1,261.20","1,286.10","1,254.40",31.70,2.53
PG Electroplast,788.00,760.00,778.40,759.55,18.85,2.48
PG Electroplast,788.00,760.00,778.40,759.55,18.85,2.48
PB Fintech,"1,894.80","1,839.60","1,886.70","1,841.40",45.30,2.46
Wockhardt,"1,592.00","1,489.10","1,529.00","1,492.40",36.60,2.45
J. K. Cement,"5,751.00","5,591.50","5,715.00","5,579.00",136.00,2.44
Indiamart Inter,"2,448.00","2,376.00","2,437.80","2,379.90",57.90,2.43
Ceat,"3,749.00","3,620.80","3,708.30","3,620.80",87.50,2.42
Schaeffler Ind,"4,364.80","4,190.90","4,315.80","4,213.90",101.90,2.42
COFORGE LTD.,"1,792.00","1,713.00","1,766.00","1,724.50",41.50,2.41
Hindustan Aeron,"5,099.00","4,990.00","5,071.60","4,959.80",111.80,2.25
Hindustan Aeron,"5,099.00","4,990.00","5,071.60","4,959.80",111.80,2.25
Berger Paints,588.50,564.00,582.00,569.25,12.75,2.24
Blue Dart,"6,570.00","6,410.00","6,523.00","6,382.00",141.00,2.21
Saregama India,585.00,573.00,579.90,567.50,12.40,2.19
Shipping Corp,217.75,209.75,213.68,209.15,4.53,2.17
Blue Star,"1,589.70","1,545.50","1,585.00","1,551.50",33.50,2.16
Persistent,"5,646.50","5,486.00","5,623.00","5,504.00",119.00,2.16
Persistent,"5,646.50","5,486.00","5,623.00","5,504.00",119.00,2.16
Fortis Health,756.90,736.45,754.75,738.85,15.90,2.15
Godrej Prop,"2,325.00","2,249.60","2,312.00","2,263.80",48.20,2.13
PCBL Chemical,432.45,417.70,427.40,418.50,8.90,2.13
Motilal Oswal,848.00,816.15,840.75,823.55,17.20,2.09
Swan Energy,468.80,451.80,458.30,449.20,9.10,2.03
eClerx Services,"3,618.00","3,502.20","3,572.60","3,502.20",70.40,2.01
Jupiter Wagons,414.60,403.05,407.65,399.75,7.90,1.98
Escorts Kubota,"3,333.60","3,260.00","3,313.40","3,249.20",64.20,1.98
Power Grid Corp,295.25,290.10,294.25,288.55,5.70,1.98
SRF,"3,127.00","3,028.30","3,106.70","3,046.90",59.80,1.96
Capri Global,161.45,152.00,154.00,151.06,2.94,1.95
Capri Global,161.45,152.00,154.00,151.06,2.94,1.95
Avenue Supermar,"4,244.80","4,074.50","4,153.50","4,074.50",79.00,1.94
