company_name,high,low,last_price,prev_close,change,percent_gain
DCM Shriram,"1,414.40","1,219.30","1,379.70","1,225.40",154.3,12.59
Garden Reach Sh,"2,625.00","2,450.00","2,603.60","2,440.30",163.3,6.69
Elgi Equipments,502.40,468.20,494.45,467.20,27.25,5.83
PTC Industries,"15,580.00","14,461.00","15,456.00","14,611.00",845,5.78
Zen Tech,"1,544.10","1,471.60","1,544.10","1,470.60",73.5,5
IFCI,59.69,55.94,58.86,56.08,2.78,4.96
KNR Construct,220.00,195.00,204.08,194.72,9.36,4.81
Bank of Mah,57.46,55.10,57.31,55.06,2.25,4.09
TATA Cons. Prod,"1,138.80","1,103.10","1,136.30","1,092.10",44.2,4.05
Data Patterns,"2,925.00","2,765.80","2,870.20","2,762.10",108.1,3.91
KPIT Tech,"1,299.00","1,259.00","1,296.90","1,248.20",48.7,3.9
Cochin Shipyard,"1,923.80","1,820.10","1,890.50","1,821.60",68.9,3.78
AFFLE 3I,"2,162.00","2,064.30","2,145.70","2,067.70",78,3.77
Aditya Birla F,91.60,88.05,89.90,86.68,3.22,3.71
Caplin Labs,"2,395.00","2,233.50","2,330.10","2,247.40",82.7,3.68
Apar Ind,"8,989.00","8,660.00","8,943.00","8,632.50",310.5,3.6
IGIL,392.00,376.85,386.30,373.00,13.3,3.57
MCX India,"8,035.00","7,683.00","7,918.50","7,645.50",273,3.57
Inox India,"1,250.00","1,200.00","1,244.00","1,201.30",42.7,3.55
PNB,112.16,108.06,111.97,108.44,3.53,3.26
Deepak Nitrite,"1,865.80","1,801.00","1,844.90","1,787.30",57.6,3.22
CAMS,"4,029.30","3,882.20","4,013.70","3,890.30",123.4,3.17
SBI,858.15,831.00,857.15,831.55,25.6,3.08
Netweb,"2,952.00","2,822.30","2,928.40","2,842.30",86.1,3.03
Sonata,398.70,379.35,390.20,378.80,11.4,3.01
Kalyan Jeweller,534.90,505.75,523.80,508.55,15.25,3
Campus Active,284.00,275.15,282.80,274.90,7.9,2.87
CreditAccess Gr,"1,388.80","1,330.00","1,360.20","1,323.60",36.6,2.77
Canara Bank,116.39,113.01,116.25,113.23,3.02,2.67
Deepak Fert,"1,487.80","1,430.00","1,463.20","1,425.30",37.9,2.66
Minda Corp,543.00,510.50,531.75,518.00,13.75,2.65
Network 18,58.10,54.93,56.22,54.79,1.43,2.61
JBM Auto,758.50,711.10,735.95,717.95,18,2.51
GE Vernova TD,"3,003.90","2,905.00","2,992.70","2,924.60",68.1,2.33
Bharat Elec,416.65,405.00,412.20,402.90,9.3,2.31
Tata Chemicals,"1,026.65",982.95,"1,005.15",982.55,22.6,2.3
Indegene,596.80,575.05,585.80,572.90,12.9,2.25
Bank of Baroda,247.00,239.79,245.89,240.58,5.31,2.21
Navin Fluorine,"4,995.00","4,842.40","4,969.00","4,864.80",104.2,2.14
JK Bank,104.55,102.13,104.05,101.88,2.17,2.13
Ramco Cements,"1,087.30","1,043.90","1,062.20","1,040.00",22.2,2.13
Nippon,853.15,834.00,850.95,833.30,17.65,2.12
UCO Bank,30.81,30.01,30.49,29.87,0.62,2.08
Welspun Living,132.50,125.25,126.77,124.22,2.55,2.05
Kirloskar Bros,"2,090.00","2,031.50","2,082.30","2,040.60",41.7,2.04
Kirloskar Oil,954.90,930.95,950.20,931.20,19,2.04
Karur Vysya,217.37,211.32,215.91,211.59,4.32,2.04
Union Bank,138.45,134.00,137.03,134.29,2.74,2.04
Zensar Tech,842.20,822.00,836.20,819.75,16.45,2.01
Action Const,"1,152.60","1,109.60","1,134.30","1,112.20",22.1,1.99
Dalmia Bharat,"2,496.30","2,439.90","2,476.20","2,427.90",48.3,1.99
Vardhman Text,447.80,438.00,445.50,436.90,8.6,1.97
Coromandel Int,"2,310.00","2,230.20","2,309.90","2,265.60",44.3,1.96
Olectra Greente,"1,684.00","1,630.00","1,664.00","1,632.10",31.9,1.95
Schaeffler Ind,"4,146.30","4,057.20","4,135.40","4,057.90",77.5,1.91
Piramal Enter,"1,186.00","1,141.50","1,166.90","1,145.00",21.9,1.91
Central Bank,38.18,37.02,37.64,36.94,0.7,1.89
Firstsource Sol,376.15,366.30,371.90,365.05,6.85,1.88
Reliance Power,49.28,47.60,48.83,47.93,0.9,1.88
Sai Life Sci,906.80,881.35,897.85,881.35,16.5,1.87
Hyundai Motor,"2,660.00","2,560.50","2,650.90","2,603.10",47.8,1.84
Balkrishna Ind,"2,517.00","2,460.00","2,510.70","2,466.20",44.5,1.8
Bank of India,120.00,117.02,119.64,117.53,2.11,1.8
Clean Science,"1,212.00","1,180.00","1,195.00","1,173.90",21.1,1.8
Graphite India,559.90,544.75,554.55,544.75,9.8,1.8
Kansai Nerolac,250.88,246.32,249.49,245.07,4.42,1.8
Prestige Estate,"1,662.90","1,625.20","1,654.30","1,625.20",29.1,1.79
Varun Beverages,476.85,463.15,471.05,462.90,8.15,1.76
Mazagon Dock,"3,016.00","2,947.30","2,997.00","2,946.00",51,1.73
