company_name,high,low,last_price,prev_close,change,percent_gain
Zee Entertain,151.44,132.01,149.66,133.08,16.58,12.46
Chennai Petro,708.00,627.30,702.35,632.95,69.40,10.96
MRPL,147.00,133.77,145.74,135.05,10.69,7.92
Kirloskar Bros,"1,940.00","1,785.00","1,922.60","1,801.20",121.40,6.74
Garden Reach Sh,"3,538.40","3,255.00","3,492.70","3,287.60",205.10,6.24
Poonawalla Fin,439.50,409.10,437.55,414.90,22.65,5.46
Linde India,"6,920.00","6,501.00","6,867.00","6,522.50",344.50,5.28
KEI Industries,"3,807.20","3,525.30","3,758.90","3,574.50",184.40,5.16
Zen Tech,"1,994.60","1,886.00","1,994.60","1,899.70",94.90,5
Polycab,"6,334.00","5,975.00","6,289.50","6,000.50",289.00,4.82
Elgi Equipments,537.30,505.40,534.75,510.25,24.50,4.8
Valor Estate,218.40,204.95,215.78,206.17,9.61,4.66
Westlife Food,734.30,691.85,730.95,699.00,31.95,4.57
Alkyl Amines,"2,175.00","2,050.00","2,159.60","2,066.00",93.60,4.53
PTC Industries,"14,830.00","13,911.00","14,687.00","14,065.00",622.00,4.42
CCL Products,825.35,779.95,820.20,786.25,33.95,4.32
Narayana Hruda,"1,996.70","1,902.10","1,985.30","1,903.40",81.90,4.3
SUMITOMO,515.80,487.00,512.80,491.95,20.85,4.24
Whirlpool,"1,417.00","1,323.10","1,406.30","1,350.10",56.20,4.16
Jyoti CNC Auto,"1,140.20","1,089.00","1,137.10","1,092.30",44.80,4.1
MMTC Ltd,70.74,66.10,70.03,67.38,2.65,3.93
Gujarat Pipavav,163.69,153.42,161.13,155.07,6.06,3.91
Sammaan Capital,123.95,118.01,123.41,118.88,4.53,3.81
Network 18,54.64,51.74,54.25,52.26,1.99,3.81
Angel One,"2,943.90","2,781.80","2,935.00","2,827.70",107.30,3.79
Trent,"6,210.00","5,830.00","6,120.00","5,897.50",222.50,3.77
Dixon Technolog,"14,808.00","13,280.00","14,571.00","14,047.00",524.00,3.73
Shipping Corp,230.51,217.00,227.73,219.60,8.13,3.7
NHPC,85.75,81.11,85.21,82.31,2.90,3.52
Engineers India,229.70,218.57,228.79,221.17,7.62,3.45
Poly Medicure,"2,149.00","2,031.80","2,131.40","2,060.40",71.00,3.45
Jubilant Ing.,728.95,692.15,724.10,700.65,23.45,3.35
Berger Paints,555.60,528.20,553.35,535.75,17.60,3.29
GE Shipping,997.50,963.05,994.55,962.85,31.70,3.29
FSN E-Co Nykaa,204.82,194.60,203.53,197.07,6.46,3.28
