company_name,high,low,last_price,prev_close,change,percent_gain
Exide Ind,383.50,321.00,377.15,321.85,55.3,17.18
Info Edge,"6,243.70","5,830.00","6,225.40","5,674.65",550.75,9.71
PNC Infratech,468.00,432.00,464.30,429.70,34.6,8.05
Amara Raja,880.00,808.30,869.05,810.60,58.45,7.21
Sundaram Fin,"4,675.00","4,266.00","4,584.70","4,296.15",288.55,6.72
FSN E-Co Nykaa,181.30,171.35,179.30,168.45,10.85,6.44
Aster DM Health,500.00,480.00,484.70,456.75,27.95,6.12
Voltas,"1,392.00","1,304.00","1,306.85","1,232.30",74.55,6.05
Gland,"1,879.00","1,768.10","1,859.60","1,754.55",105.05,5.99
IIFL Finance,440.00,400.25,424.85,401.25,23.6,5.88
Hitachi Energy,"7,581.00","7,145.10","7,540.65","7,123.25",417.4,5.86
Cochin Shipyard,"1,170.90","1,105.05","1,141.20","1,081.20",60,5.55
Cochin Shipyard,"1,170.90","1,105.05","1,141.20","1,081.20",60,5.55
KEI Industries,"3,817.00","3,600.05","3,764.00","3,574.20",189.8,5.31
Godrej Ind,887.60,812.55,857.30,814.35,42.95,5.27
Laurus Labs,466.00,439.30,462.45,439.30,23.15,5.27
GAIL,201.85,191.05,200.75,190.75,10,5.24
Torrent Power,"1,591.40","1,490.00","1,568.40","1,490.45",77.95,5.23
Jai Balaji Ind,"1,049.10","1,016.10","1,049.10",999.15,49.95,5
Sun Pharma Adv,455.30,455.30,455.30,433.65,21.65,4.99
JSW Energy,632.10,601.95,627.50,599.10,28.4,4.74
AstraZeneca,"5,595.85","5,124.15","5,389.40","5,146.75",242.65,4.71
Inox Wind,578.70,538.10,553.25,529.30,23.95,4.52
INDUS TOWERS,331.50,315.95,327.80,314.00,13.8,4.39
Century,"1,774.90","1,675.00","1,742.40","1,669.80",72.6,4.35
Eicher Motors,"4,303.45","4,011.60","4,205.75","4,031.25",174.5,4.33
Whirlpool,"1,421.00","1,361.40","1,412.35","1,354.25",58.1,4.29
IRB Infra,73.10,67.65,70.00,67.20,2.8,4.17
IRB Infra,73.10,67.65,70.00,67.20,2.8,4.17
Tejas Networks,820.00,791.00,799.25,767.50,31.75,4.14
Schneider Infra,826.60,790.00,819.55,787.25,32.3,4.1
CESC,142.50,134.65,140.85,135.50,5.35,3.95
Maruti Suzuki,"12,927.65","12,450.00","12,865.10","12,421.60",443.5,3.57
Godrej Prop,"2,692.00","2,526.05","2,588.60","2,500.35",88.25,3.53
SignatureGlobal,"1,366.00","1,326.05","1,351.60","1,306.30",45.3,3.47
JK Paper,367.20,353.40,364.25,352.25,12,3.41
IDFC,121.95,118.65,121.45,117.50,3.95,3.36
IGL,482.00,458.10,475.35,460.10,15.25,3.31
CG Consumer,291.60,282.20,290.20,281.05,9.15,3.26
Blue Star,"1,485.35","1,381.00","1,407.25","1,363.35",43.9,3.22
M&M,"2,087.00","2,016.90","2,078.10","2,013.30",64.8,3.22
Gujarat Gas,567.40,552.05,565.40,548.35,17.05,3.11
Motilal Oswal,"1,911.00","1,839.00","1,888.75","1,831.90",56.85,3.1
TVS Motor,"2,139.00","2,066.30","2,132.95","2,069.40",63.55,3.07
Narayana Hruda,"1,375.00","1,287.00","1,325.25","1,286.25",39,3.03
Macrotech Dev,"1,211.15","1,169.95","1,194.40","1,159.70",34.7,2.99
Godrej Consumer,"1,279.40","1,216.85","1,246.20","1,210.10",36.1,2.98
Mahanagar Gas,"1,487.00","1,436.55","1,483.10","1,440.20",42.9,2.98
Anand Rathi,"3,855.95","3,689.60","3,737.35","3,630.85",106.5,2.93
Interglobe Avi,"3,612.00","3,504.90","3,599.80","3,499.55",100.25,2.86
NMDC,225.20,217.15,224.10,217.90,6.2,2.85
Hind Copper,332.75,320.25,331.35,322.40,8.95,2.78
